x,y,z,parentid,vid,edgetype
0.186,0.167,0.108,0.0,1.0,<
0.188,0.172,0.114,0.0,180.0,+
0.182,0.174,0.125,1.0,2.0,<
0.183,0.17,0.145,2.0,3.0,<
0.18,0.164,0.158,3.0,4.0,<
0.187,0.166,0.179,4.0,5.0,<
0.162,0.152,0.163,4.0,6.0,+
0.19,0.165,0.196,5.0,7.0,<
0.153,0.144,0.175,6.0,8.0,<
0.194,0.164,0.213,7.0,9.0,<
0.145,0.135,0.186,8.0,10.0,<
0.191,0.164,0.228,9.0,11.0,<
0.212,0.163,0.222,9.0,12.0,+
0.139,0.125,0.197,10.0,13.0,<
0.191,0.163,0.244,11.0,14.0,<
0.182,0.161,0.234,11.0,15.0,+
0.226,0.162,0.233,12.0,16.0,<
0.134,0.114,0.207,13.0,17.0,<
0.191,0.162,0.261,14.0,18.0,<
0.239,0.161,0.242,16.0,19.0,<
0.13,0.101,0.218,17.0,20.0,<
0.191,0.161,0.277,18.0,21.0,<
0.251,0.159,0.252,19.0,22.0,<
0.128,0.092,0.224,20.0,23.0,<
0.1895,0.163,0.294,21.0,24.0,<
0.263,0.158,0.2615,22.0,25.0,<
0.121,0.089,0.242,23.0,26.0,<
0.136,0.069,0.216,23.0,27.0,+
0.193,0.157,0.309,24.0,28.0,<
0.176,0.173,0.304,24.0,29.0,+
0.282,0.156,0.262,25.0,30.0,<
0.26,0.144,0.275,25.0,31.0,+
0.26,0.181,0.271,25.0,32.0,+
0.112,0.076,0.253,26.0,33.0,<
0.12,0.112,0.255,26.0,34.0,+
0.139,0.054,0.214,27.0,35.0,<
0.193,0.155,0.326,28.0,36.0,<
0.166,0.181,0.316,29.0,37.0,<
0.299,0.155,0.265,30.0,38.0,<
0.257,0.13,0.283,31.0,39.0,<
0.2555,0.144,0.282,31.0,40.0,+
0.26,0.195,0.2735,32.0,41.0,<
0.105,0.068,0.265,33.0,42.0,<
0.115,0.124,0.265,34.0,43.0,<
0.123,0.12,0.257,34.0,44.0,+
0.141,0.043,0.212,35.0,45.0,<
0.193,0.153,0.342,36.0,46.0,<
0.157,0.188,0.327,37.0,47.0,<
0.309,0.157,0.272,38.0,48.0,<
0.253,0.116,0.287,39.0,49.0,<
0.26,0.2075,0.275,41.0,50.0,<
0.1,0.062,0.274,42.0,51.0,<
0.112,0.131,0.265,43.0,52.0,<
0.142,0.0275,0.209,45.0,53.0,<
0.193,0.15,0.3575,46.0,54.0,<
0.147,0.196,0.338,47.0,55.0,<
0.331,0.157,0.273,48.0,56.0,<
0.306,0.134,0.283,48.0,57.0,+
0.31,0.182,0.279,48.0,58.0,+
0.249,0.103,0.288,49.0,59.0,<
0.085,0.0775,0.284,51.0,60.0,+
0.087,0.051,0.287,51.0,61.0,+
