x,y,z,parentid,vid,edgetype
0.169,0.191,0.104,0.0,1.0,<
0.169,0.197,0.109,0.0,191.0,+
0.173,0.204,0.121,1.0,2.0,<
0.172,0.202,0.142,2.0,3.0,<
0.193,0.201,0.111,2.0,4.0,+
0.172,0.202,0.159,3.0,5.0,<
0.207,0.201,0.123,4.0,6.0,+
0.169,0.205,0.176,5.0,7.0,<
0.22,0.201,0.134,6.0,8.0,<
0.173,0.203,0.192,7.0,9.0,<
0.154,0.212,0.187,7.0,10.0,+
0.2325,0.201,0.145,8.0,11.0,<
0.173,0.201,0.21,9.0,12.0,<
0.144,0.217,0.2,10.0,13.0,<
0.246,0.202,0.158,11.0,14.0,<
0.173,0.203,0.226,12.0,15.0,<
0.135,0.222,0.213,13.0,16.0,<
0.256,0.2,0.168,14.0,17.0,<
0.252,0.214,0.165,14.0,18.0,+
0.176,0.205,0.242,15.0,19.0,<
0.172,0.191,0.249,15.0,20.0,+
0.127,0.227,0.227,16.0,21.0,<
0.26,0.181,0.176,17.0,22.0,<
0.27,0.203,0.181,17.0,23.0,+
0.257,0.229,0.173,18.0,24.0,<
0.177,0.207,0.258,19.0,25.0,<
0.176,0.184,0.257,20.0,26.0,<
0.119,0.231,0.241,21.0,27.0,<
0.263,0.172,0.181,22.0,28.0,<
0.279,0.203,0.189,23.0,29.0,<
0.2605,0.2375,0.176,24.0,30.0,<
0.177,0.205,0.278,25.0,31.0,<
0.178,0.166,0.265,26.0,32.0,<
0.181,0.178,0.262,26.0,33.0,+
0.113,0.233,0.258,27.0,34.0,<
0.177,0.207,0.293,31.0,35.0,<
0.179,0.152,0.274,32.0,36.0,<
0.103,0.234,0.27,34.0,37.0,<
0.125,0.236,0.269,34.0,38.0,+
0.178,0.211,0.309,35.0,39.0,<
0.18,0.138,0.283,36.0,40.0,<
0.097,0.242,0.285,37.0,41.0,<
0.093,0.218,0.273,37.0,42.0,+
0.14,0.239,0.279,38.0,43.0,<
0.183,0.215,0.326,39.0,44.0,<
0.182,0.127,0.291,40.0,45.0,<
0.091,0.245,0.298,41.0,46.0,<
0.084,0.204,0.275,42.0,47.0,<
0.15,0.243,0.285,43.0,48.0,<
0.18,0.213,0.342,44.0,49.0,<
0.196,0.228,0.332,44.0,50.0,+
0.185,0.222,0.331,44.0,51.0,+
0.183,0.104,0.288,45.0,52.0,<
0.2015,0.131,0.303,45.0,53.0,+
0.16,0.13,0.306,45.0,54.0,+
0.084,0.252,0.3145,46.0,55.0,<
0.073,0.191,0.278,47.0,56.0,<
0.181,0.212,0.359,49.0,57.0,<
0.206,0.24,0.341,50.0,58.0,<
0.185,0.088,0.288,52.0,59.0,<
0.219,0.134,0.306,53.0,60.0,<
0.207,0.128,0.308,53.0,61.0,+
0.1435,0.131,0.312,54.0,62.0,<
0.082,0.257,0.326,55.0,63.0,<
0.068,0.183,0.278,56.0,64.0,<
0.068,0.194,0.285,56.0,65.0,+
0.075,0.182,0.281,56.0,66.0,+
0.182,0.212,0.376,57.0,67.0,<
0.215,0.252,0.348,58.0,68.0,<
0.187,0.075,0.293,59.0,69.0,<
0.2275,0.1365,0.3055,60.0,70.0,<
0.134,0.133,0.3145,62.0,71.0,<
0.066,0.255,0.337,63.0,72.0,<
0.1,0.275,0.332,63.0,73.0,+
0.183,0.213,0.393,67.0,74.0,<
0.224,0.265,0.356,68.0,75.0,<
0.166,0.072,0.306,69.0,76.0,+
0.208,0.076,0.304,69.0,77.0,+
0.189,0.057,0.291,69.0,78.0,+
0.059,0.269,0.354,72.0,79.0,<
0.05,0.248,0.338,72.0,80.0,+
0.108,0.287,0.336,73.0,81.0,<
0.182,0.2135,0.4085,74.0,82.0,<
0.234,0.275,0.364,75.0,83.0,<
0.152,0.067,0.313,76.0,84.0,<
0.164,0.078,0.317,76.0,85.0,+
0.217,0.077,0.312,77.0,86.0,<
0.192,0.038,0.286,78.0,87.0,<
0.052,0.275,0.359,79.0,88.0,<
0.181,0.211,0.427,82.0,89.0,<
0.245,0.289,0.362,83.0,90.0,<
0.246,0.266,0.376,83.0,91.0,+
0.216,0.282,0.379,83.0,92.0,+
0.137,0.0625,0.317,84.0,93.0,<
0.15,0.061,0.317,84.0,94.0,+
0.241,0.077,0.314,86.0,95.0,<
0.194,0.021,0.282,87.0,96.0,<
0.186,0.211,0.442,89.0,97.0,<
0.162,0.205,0.436,89.0,98.0,+
0.256,0.302,0.36,90.0,99.0,<
0.256,0.256,0.384,91.0,100.0,<
0.252,0.267,0.381,91.0,101.0,+
0.2045,0.288,0.388,92.0,102.0,<
0.127,0.059,0.318,93.0,103.0,<
0.257,0.078,0.316,95.0,104.0,<
0.195,0.0155,0.279,96.0,105.0,<
0.185,0.213,0.459,97.0,106.0,<
0.1825,0.205,0.449,97.0,107.0,+
0.148,0.2,0.445,98.0,108.0,<
0.266,0.315,0.356,99.0,109.0,<
0.261,0.29,0.375,99.0,110.0,+
0.264,0.247,0.385,100.0,111.0,<
0.196,0.291,0.391,102.0,112.0,<
0.2675,0.077,0.316,104.0,113.0,<
0.186,0.211,0.476,106.0,114.0,<
0.136,0.196,0.454,108.0,115.0,<
0.275,0.325,0.357,109.0,116.0,<
0.186,0.21,0.492,114.0,117.0,<
0.12,0.189,0.461,115.0,118.0,<
0.133,0.2,0.467,115.0,119.0,+
0.249,0.337,0.368,116.0,120.0,+
0.293,0.309,0.364,116.0,121.0,+
0.188,0.21,0.509,117.0,122.0,<
0.108,0.183,0.468,118.0,123.0,<
0.235,0.347,0.37,120.0,124.0,<
0.306,0.298,0.366,121.0,125.0,<
0.192,0.208,0.523,122.0,126.0,<
0.091,0.178,0.466,123.0,127.0,<
0.098,0.192,0.48,123.0,128.0,+
