x,y,z,parentid,vid,edgetype
0.192,0.178,0.111,0.0,1.0,<
0.193,0.179,0.117,0.0,159.0,+
0.2,0.18,0.132,1.0,2.0,<
0.198,0.18,0.151,2.0,3.0,<
0.205,0.177,0.164,3.0,4.0,<
0.201,0.182,0.186,4.0,5.0,<
0.226,0.156,0.164,4.0,6.0,+
0.2,0.182,0.205,5.0,7.0,<
0.239,0.144,0.166,6.0,8.0,<
0.202,0.187,0.22,7.0,9.0,<
0.251,0.132,0.168,8.0,10.0,<
0.198,0.184,0.239,9.0,11.0,<
0.208,0.21,0.224,9.0,12.0,+
0.205,0.195,0.227,9.0,13.0,+
0.264,0.12,0.169,10.0,14.0,<
0.197,0.183,0.257,11.0,15.0,<
0.214,0.225,0.23,12.0,16.0,<
0.277,0.108,0.171,14.0,17.0,<
0.195,0.182,0.275,15.0,18.0,<
0.22,0.241,0.234,16.0,19.0,<
0.271,0.093,0.175,17.0,20.0,+
0.294,0.119,0.178,17.0,21.0,+
0.287,0.096,0.17,17.0,22.0,+
0.192,0.18,0.287,18.0,23.0,<
0.225,0.258,0.238,19.0,24.0,<
0.261,0.081,0.178,20.0,25.0,<
0.308,0.129,0.181,21.0,26.0,<
0.298,0.087,0.171,22.0,27.0,<
0.195,0.183,0.309,23.0,28.0,<
0.1625,0.159,0.286,23.0,29.0,+
0.232,0.27,0.24,24.0,30.0,<
0.21,0.259,0.25,24.0,31.0,+
0.252,0.064,0.176,25.0,32.0,<
0.32,0.139,0.182,26.0,33.0,<
0.196,0.182,0.327,28.0,34.0,<
0.149,0.148,0.29,29.0,35.0,<
0.237,0.289,0.24,30.0,36.0,<
0.253,0.252,0.252,30.0,37.0,+
0.245,0.052,0.173,32.0,38.0,<
0.33,0.146,0.181,33.0,39.0,<
0.196,0.181,0.345,34.0,40.0,<
0.136,0.138,0.293,35.0,41.0,<
0.243,0.306,0.241,36.0,42.0,<
0.201,0.18,0.359,40.0,43.0,<
0.123,0.128,0.297,41.0,44.0,<
0.251,0.318,0.24,42.0,45.0,<
0.227,0.312,0.257,42.0,46.0,+
0.197,0.181,0.379,43.0,47.0,<
0.227,0.172,0.364,43.0,48.0,+
0.107,0.117,0.292,44.0,49.0,<
0.142,0.113,0.308,44.0,50.0,+
0.115,0.144,0.309,44.0,51.0,+
0.277,0.304,0.249,45.0,52.0,+
0.246,0.326,0.243,45.0,53.0,+
0.254,0.3335,0.237,45.0,54.0,+
0.218,0.315,0.266,46.0,55.0,<
0.221,0.31,0.262,46.0,56.0,+
0.196,0.181,0.396,47.0,57.0,<
0.242,0.167,0.37,48.0,58.0,<
0.094,0.109,0.287,49.0,59.0,<
0.15,0.106,0.311,50.0,60.0,<
0.113,0.152,0.314,51.0,61.0,<
0.292,0.298,0.25,52.0,62.0,<
0.204,0.322,0.269,55.0,63.0,<
0.193,0.18,0.414,57.0,64.0,<
0.258,0.161,0.376,58.0,65.0,<
0.082,0.099,0.279,59.0,66.0,<
0.098,0.089,0.291,59.0,67.0,+
0.079,0.12,0.29,59.0,68.0,+
0.306,0.292,0.247,62.0,69.0,<
0.192,0.182,0.431,64.0,70.0,<
0.274,0.156,0.382,65.0,71.0,<
0.07,0.09,0.269,66.0,72.0,<
0.104,0.076,0.293,67.0,73.0,<
0.068,0.132,0.291,68.0,74.0,<
0.185,0.185,0.446,70.0,75.0,<
0.285,0.15,0.387,71.0,76.0,<
0.279,0.165,0.394,71.0,77.0,+
0.06,0.082,0.261,72.0,78.0,<
0.111,0.06,0.296,73.0,79.0,<
0.059,0.145,0.289,74.0,80.0,<
0.189,0.181,0.464,75.0,81.0,<
0.172,0.201,0.453,75.0,82.0,+
0.304,0.146,0.387,76.0,83.0,<
0.266,0.132,0.403,76.0,84.0,+
0.282,0.1785,0.4015,77.0,85.0,<
0.052,0.074,0.249,78.0,86.0,<
0.061,0.07,0.263,78.0,87.0,+
0.116,0.048,0.296,79.0,88.0,<
0.052,0.154,0.286,80.0,89.0,<
0.186,0.181,0.482,81.0,90.0,<
0.161,0.212,0.462,82.0,91.0,<
0.32,0.139,0.388,83.0,92.0,<
0.259,0.121,0.405,84.0,93.0,<
0.185,0.18,0.499,90.0,94.0,<
0.15,0.222,0.47,91.0,95.0,<
0.333,0.134,0.393,92.0,96.0,<
0.182,0.176,0.513,94.0,97.0,<
0.139,0.232,0.479,95.0,98.0,<
0.339,0.153,0.406,96.0,99.0,+
0.329,0.114,0.399,96.0,100.0,+
0.169,0.152,0.518,97.0,101.0,+
0.183,0.179,0.534,97.0,102.0,+
0.129,0.242,0.49,98.0,103.0,<
0.344,0.167,0.414,99.0,104.0,<
0.162,0.139,0.527,101.0,105.0,<
0.182,0.18,0.552,102.0,106.0,<
0.117,0.253,0.495,103.0,107.0,<
0.142,0.249,0.502,103.0,108.0,+
0.123,0.225,0.5,103.0,109.0,+
0.35,0.183,0.415,104.0,110.0,<
0.154,0.126,0.535,105.0,111.0,<
0.182,0.182,0.569,106.0,112.0,<
0.106,0.263,0.503,107.0,113.0,<
0.151,0.253,0.504,108.0,114.0,<
0.148,0.112,0.546,111.0,115.0,<
0.184,0.185,0.584,112.0,116.0,<
0.159,0.1745,0.57,112.0,117.0,+
0.092,0.273,0.51,113.0,118.0,<
0.139,0.099,0.55,115.0,119.0,<
0.162,0.11,0.555,115.0,120.0,+
0.1545,0.107,0.5485,115.0,121.0,+
0.136,0.122,0.554,115.0,122.0,+
0.199,0.204,0.593,116.0,123.0,<
0.181,0.184,0.602,116.0,124.0,+
0.161,0.174,0.56,117.0,125.0,+
0.085,0.285,0.512,118.0,126.0,<
0.081,0.264,0.516,118.0,127.0,+
0.131,0.08549999999999999,0.556,119.0,128.0,<
0.168,0.11,0.546,120.0,129.0,+
0.208,0.216,0.601,123.0,130.0,<
0.181,0.187,0.614,124.0,131.0,<
0.169,0.17,0.556,125.0,132.0,<
0.164,0.18,0.55,125.0,133.0,+
0.169,0.178,0.562,125.0,134.0,+
0.067,0.297,0.51,126.0,135.0,<
0.106,0.2945,0.524,126.0,136.0,+
0.07,0.252,0.517,127.0,137.0,<
0.122,0.07,0.561,128.0,138.0,<
0.219,0.229,0.604,130.0,139.0,<
0.198,0.222,0.606,130.0,140.0,+
0.057,0.306,0.507,135.0,141.0,<
0.06,0.296,0.512,135.0,142.0,+
0.114,0.055,0.557,138.0,143.0,<
0.105,0.082,0.569,138.0,144.0,+
0.139,0.061,0.567,138.0,145.0,+
0.23,0.242,0.603,139.0,146.0,<
0.045,0.317,0.5,141.0,147.0,<
0.108,0.042,0.55,143.0,148.0,<
0.096,0.088,0.568,144.0,149.0,<
0.151,0.057,0.565,145.0,150.0,<
0.24,0.253,0.595,146.0,151.0,<
0.102,0.028,0.538,148.0,152.0,<
0.246,0.261,0.586,151.0,153.0,<
0.239,0.262,0.595,151.0,154.0,+
0.097,0.019,0.529,152.0,155.0,<
0.25,0.268,0.575,153.0,156.0,<
0.094,0.016,0.518,155.0,157.0,<
0.104,0.014,0.5235000000000001,155.0,158.0,+
0.193,0.179,0.117,159.0,160.0,<
0.2,0.18,0.132,160.0,161.0,<
0.198,0.18,0.151,161.0,162.0,<
0.205,0.177,0.164,162.0,163.0,<
0.201,0.182,0.186,162.0,164.0,+
0.226,0.156,0.164,163.0,165.0,<
0.2,0.182,0.205,164.0,166.0,<
0.239,0.144,0.166,165.0,167.0,<
0.202,0.187,0.22,166.0,168.0,<
0.251,0.132,0.168,167.0,169.0,<
0.198,0.184,0.239,167.0,170.0,+
0.208,0.21,0.224,167.0,171.0,+
0.205,0.195,0.227,168.0,172.0,<
0.264,0.12,0.169,169.0,173.0,<
