x,y,z,parentid,vid,edgetype
0.173,0.198,0.107,0.0,1.0,<
0.174,0.193,0.114,0.0,202.0,+
0.182,0.19,0.127,1.0,2.0,<
0.159,0.184,0.118,1.0,3.0,+
0.18,0.192,0.149,2.0,4.0,<
0.137,0.178,0.122,3.0,5.0,<
0.183,0.187,0.166,4.0,6.0,<
0.121,0.172,0.123,5.0,7.0,<
0.179,0.193,0.187,6.0,8.0,<
0.201,0.171,0.166,6.0,9.0,+
0.187,0.183,0.175,6.0,10.0,+
0.103,0.165,0.122,7.0,11.0,<
0.179,0.195,0.205,8.0,12.0,<
0.2135,0.157,0.168,9.0,13.0,<
0.088,0.158,0.121,11.0,14.0,<
0.179,0.202,0.222,12.0,15.0,<
0.2265,0.143,0.17,13.0,16.0,<
0.068,0.157,0.115,14.0,17.0,<
0.09,0.136,0.127,14.0,18.0,+
0.181,0.197,0.241,15.0,19.0,<
0.177,0.226,0.227,15.0,20.0,+
0.237,0.129,0.168,16.0,21.0,<
0.232,0.145,0.178,16.0,22.0,+
0.055,0.17,0.113,17.0,23.0,<
0.054,0.148,0.112,17.0,24.0,+
0.094,0.124,0.131,18.0,25.0,<
0.18,0.196,0.26,19.0,26.0,<
0.176,0.243,0.232,20.0,27.0,<
0.248,0.114,0.167,21.0,28.0,<
0.042,0.182,0.108,23.0,29.0,<
0.038,0.141,0.106,24.0,30.0,<
0.176,0.193,0.279,26.0,31.0,<
0.175,0.261,0.237,27.0,32.0,<
0.26,0.103,0.168,28.0,33.0,<
0.033,0.192,0.102,29.0,34.0,<
0.0275,0.136,0.101,30.0,35.0,<
0.18,0.197,0.295,31.0,36.0,<
0.169,0.173,0.286,31.0,37.0,+
0.173,0.277,0.241,32.0,38.0,<
0.273,0.091,0.16,33.0,39.0,<
0.232,0.08,0.169,33.0,40.0,+
0.276,0.12,0.185,33.0,41.0,+
0.18,0.198,0.314,36.0,42.0,<
0.164,0.157,0.294,37.0,43.0,<
0.172,0.296,0.239,38.0,44.0,<
0.157,0.267,0.25,38.0,45.0,+
0.187,0.275,0.251,38.0,46.0,+
0.283,0.078,0.156,39.0,47.0,<
0.22,0.07,0.167,40.0,48.0,<
0.283,0.129,0.191,41.0,49.0,<
0.178,0.2,0.331,42.0,50.0,<
0.158,0.1425,0.302,43.0,51.0,<
0.171,0.312,0.236,44.0,52.0,<
0.291,0.071,0.1495,47.0,53.0,<
0.182,0.203,0.347,50.0,54.0,<
0.155,0.125,0.31,51.0,55.0,<
0.173,0.33,0.24,52.0,56.0,<
0.18,0.2,0.368,54.0,57.0,<
0.209,0.22,0.348,54.0,58.0,+
0.147,0.116,0.316,55.0,59.0,<
0.166,0.123,0.323,55.0,60.0,+
0.193,0.339,0.243,56.0,61.0,<
0.164,0.35,0.238,56.0,62.0,+
0.144,0.323,0.253,56.0,63.0,+
0.173,0.34,0.244,56.0,64.0,+
0.186,0.341,0.234,56.0,65.0,+
0.185,0.318,0.237,56.0,66.0,+
0.178,0.339,0.233,56.0,67.0,+
0.187,0.3305,0.236,56.0,68.0,+
0.178,0.324,0.232,56.0,69.0,+
0.181,0.332,0.23,56.0,70.0,+
0.178,0.2,0.387,57.0,71.0,<
0.225,0.229,0.353,58.0,72.0,<
0.142,0.091,0.316,59.0,73.0,<
0.137,0.132,0.326,59.0,74.0,+
0.1425,0.104,0.306,59.0,75.0,+
0.1845,0.1245,0.325,60.0,76.0,<
0.207,0.345,0.238,61.0,77.0,<
0.161,0.365,0.234,62.0,78.0,<
0.158,0.355,0.243,62.0,79.0,+
0.122,0.32,0.256,63.0,80.0,<
0.174,0.201,0.402,71.0,81.0,<
0.2395,0.238,0.357,72.0,82.0,<
0.137,0.08,0.321,73.0,83.0,<
0.194,0.127,0.326,76.0,84.0,<
0.217,0.349,0.236,77.0,85.0,<
0.213,0.325,0.235,77.0,86.0,+
0.215,0.357,0.241,77.0,87.0,+
0.159,0.377,0.232,78.0,88.0,<
0.168,0.351,0.236,78.0,89.0,+
0.113,0.315,0.256,80.0,90.0,<
0.178,0.2,0.423,81.0,91.0,<
0.142,0.205,0.406,81.0,92.0,+
0.254,0.248,0.363,82.0,93.0,<
0.132,0.061,0.317,83.0,94.0,<
0.162,0.071,0.333,83.0,95.0,+
0.114,0.093,0.333,83.0,96.0,+
0.127,0.0965,0.3305,83.0,97.0,+
0.1435,0.0675,0.3195,83.0,98.0,+
0.179,0.201,0.441,91.0,99.0,<
0.1245,0.207,0.413,92.0,100.0,<
0.271,0.255,0.361,93.0,101.0,<
0.263,0.233,0.373,93.0,102.0,+
0.235,0.26,0.377,93.0,103.0,+
0.263,0.252,0.356,93.0,104.0,+
0.127,0.042,0.312,94.0,105.0,<
0.14,0.052,0.32,94.0,106.0,+
0.124,0.054,0.32,94.0,107.0,+
0.175,0.064,0.334,95.0,108.0,<
0.098,0.096,0.338,96.0,109.0,<
0.182,0.198,0.459,99.0,110.0,<
0.108,0.208,0.421,100.0,111.0,<
0.285,0.263,0.358,101.0,112.0,<
0.268,0.219,0.381,102.0,113.0,<
0.227,0.267,0.38,103.0,114.0,<
0.123,0.026,0.307,105.0,115.0,<
0.179,0.204,0.477,110.0,116.0,<
0.194,0.181,0.472,110.0,117.0,+
0.181,0.195,0.473,110.0,118.0,+
0.097,0.21,0.428,111.0,119.0,<
0.301,0.273,0.357,112.0,120.0,<
0.278,0.269,0.348,112.0,121.0,+
0.284,0.267,0.343,112.0,122.0,+
0.2715,0.209,0.383,113.0,123.0,<
0.178,0.205,0.495,116.0,124.0,<
0.202,0.171,0.486,117.0,125.0,<
0.075,0.212,0.431,119.0,126.0,<
0.101,0.187,0.443,119.0,127.0,+
0.088,0.217,0.43,119.0,128.0,+
0.11,0.225,0.446,119.0,129.0,+
0.105,0.1965,0.438,119.0,130.0,+
0.317,0.258,0.358,120.0,131.0,+
0.294,0.29,0.372,120.0,132.0,+
0.315,0.282,0.353,120.0,133.0,+
0.309,0.274,0.36,120.0,134.0,+
0.178,0.207,0.514,124.0,135.0,<
0.209,0.163,0.4985,125.0,136.0,<
0.058,0.213,0.435,126.0,137.0,<
0.325,0.243,0.358,131.0,138.0,<
0.316,0.255,0.367,131.0,139.0,+
0.289,0.307,0.378,132.0,140.0,<
0.324,0.286,0.346,133.0,141.0,<
