x,y,z,parentid,vid,edgetype
0.181,0.19,0.108,0.0,1.0,<
0.185,0.187,0.114,0.0,165.0,+
0.187,0.184,0.125,1.0,2.0,<
0.186,0.185,0.139,2.0,3.0,<
0.185,0.187,0.155,3.0,4.0,<
0.183,0.185,0.166,4.0,5.0,<
0.185,0.186,0.181,5.0,6.0,<
0.186,0.188,0.195,6.0,7.0,<
0.188,0.191,0.204,7.0,8.0,<
0.184,0.186,0.222,8.0,9.0,<
0.198,0.215,0.204,8.0,10.0,+
0.184,0.186,0.235,9.0,11.0,<
0.203,0.228,0.206,10.0,12.0,<
0.182,0.183,0.246,11.0,13.0,<
0.209,0.24,0.207,12.0,14.0,<
0.187,0.184,0.262,13.0,15.0,<
0.155,0.176,0.249,13.0,16.0,+
0.214,0.253,0.207,14.0,17.0,<
0.189,0.183,0.275,15.0,18.0,<
0.142,0.173,0.253,16.0,19.0,<
0.22,0.266,0.206,17.0,20.0,<
0.19,0.182,0.289,18.0,21.0,<
0.131,0.169,0.256,19.0,22.0,<
0.225,0.277,0.206,20.0,23.0,<
0.192,0.18,0.301,21.0,24.0,<
0.117,0.166,0.25,22.0,25.0,<
0.135,0.1565,0.262,22.0,26.0,+
0.123,0.18,0.263,22.0,27.0,+
0.231,0.29,0.2,23.0,28.0,<
0.215,0.291,0.213,23.0,29.0,+
0.246,0.275,0.206,23.0,30.0,+
0.188,0.182,0.316,24.0,31.0,<
0.213,0.177,0.307,24.0,32.0,+
0.104,0.162,0.245,25.0,33.0,<
0.141,0.147,0.261,26.0,34.0,<
0.12,0.195,0.265,27.0,35.0,<
0.237,0.301,0.194,28.0,36.0,<
0.209,0.302,0.214,29.0,37.0,<
0.2565,0.275,0.202,30.0,38.0,<
0.186,0.182,0.33,31.0,39.0,<
0.223,0.173,0.315,32.0,40.0,<
0.095,0.159,0.237,33.0,41.0,<
0.093,0.168,0.248,33.0,42.0,+
0.102,0.149,0.25,33.0,43.0,+
0.241,0.309,0.188,36.0,44.0,<
0.202,0.313,0.212,37.0,45.0,<
0.198,0.299,0.217,37.0,46.0,+
0.269,0.274,0.19,38.0,47.0,<
0.259,0.286,0.205,38.0,48.0,+
0.184,0.184,0.344,39.0,49.0,<
0.234,0.17,0.322,40.0,50.0,<
0.085,0.156,0.228,41.0,51.0,<
0.081,0.175,0.251,42.0,52.0,<
0.1005,0.135,0.254,43.0,53.0,<
0.245,0.316,0.173,44.0,54.0,<
0.227,0.317,0.195,44.0,55.0,+
0.195,0.323,0.208,45.0,56.0,<
0.272,0.273,0.1835,47.0,57.0,<
0.177,0.196,0.352,49.0,58.0,<
0.185,0.183,0.357,49.0,59.0,+
0.246,0.166,0.329,50.0,60.0,<
0.076,0.152,0.218,51.0,61.0,<
0.0685,0.182,0.2485,52.0,62.0,<
0.102,0.123,0.255,53.0,63.0,<
0.247,0.323,0.162,54.0,64.0,<
0.19,0.33,0.205,56.0,65.0,<
0.172,0.205,0.363,58.0,66.0,<
0.184,0.183,0.37,59.0,67.0,<
0.253,0.16,0.334,60.0,68.0,<
0.248,0.174,0.3385,60.0,69.0,+
0.068,0.151,0.208,61.0,70.0,<
0.079,0.141,0.22,61.0,71.0,+
0.064,0.1575,0.218,61.0,72.0,+
0.057,0.19,0.243,62.0,73.0,<
0.103,0.111,0.253,63.0,74.0,<
0.251,0.331,0.155,64.0,75.0,<
0.244,0.321,0.154,64.0,76.0,+
0.167,0.212,0.373,66.0,77.0,<
0.183,0.183,0.384,67.0,78.0,<
0.269,0.157,0.336,68.0,79.0,<
0.244,0.146,0.343,68.0,80.0,+
0.249,0.186,0.344,69.0,81.0,<
0.06,0.149,0.197,70.0,82.0,<
0.071,0.14,0.223,71.0,83.0,+
0.051,0.193,0.24,73.0,84.0,<
0.162,0.2205,0.383,77.0,85.0,<
0.183,0.183,0.398,78.0,86.0,<
0.282,0.151,0.339,79.0,87.0,<
0.238,0.1375,0.3415,80.0,88.0,<
0.055,0.145,0.185,82.0,89.0,<
0.158,0.226,0.392,85.0,90.0,<
0.183,0.183,0.412,86.0,91.0,<
0.292,0.148,0.34,87.0,92.0,<
0.2805,0.1455,0.344,87.0,93.0,+
0.232,0.129,0.338,88.0,94.0,<
0.046,0.146,0.179,89.0,95.0,<
0.064,0.133,0.179,89.0,96.0,+
0.153,0.237,0.4,90.0,97.0,<
0.18,0.22,0.4,90.0,98.0,+
0.147,0.212,0.394,90.0,99.0,+
0.183,0.183,0.426,91.0,100.0,<
0.302,0.14,0.338,92.0,101.0,<
0.301,0.167,0.3515,92.0,102.0,+
0.041,0.143,0.162,95.0,103.0,<
0.036,0.1565,0.1775,95.0,104.0,+
0.068,0.124,0.173,96.0,105.0,<
0.0695,0.1325,0.174,96.0,106.0,+
0.074,0.141,0.181,96.0,107.0,+
0.148,0.247,0.408,97.0,108.0,<
0.1845,0.218,0.399,98.0,109.0,<
0.182,0.174,0.4365,100.0,110.0,<
0.183,0.186,0.439,100.0,111.0,+
0.297,0.119,0.337,101.0,112.0,+
0.317,0.138,0.327,101.0,113.0,+
0.3075,0.176,0.352,102.0,114.0,<
0.036,0.142,0.151,103.0,115.0,<
0.142,0.255,0.416,108.0,116.0,<
0.18,0.169,0.449,110.0,117.0,<
0.183,0.188,0.453,111.0,118.0,<
0.295,0.106,0.331,112.0,119.0,<
0.324,0.134,0.319,113.0,120.0,<
0.3265,0.144,0.327,113.0,121.0,+
0.315,0.1875,0.345,114.0,122.0,<
0.03,0.141,0.141,115.0,123.0,<
0.137,0.268,0.421,116.0,124.0,<
0.15,0.26,0.427,116.0,125.0,+
0.129,0.2435,0.422,116.0,126.0,+
0.179,0.163,0.46,117.0,127.0,<
0.183,0.19,0.463,118.0,128.0,<
0.294,0.0955,0.323,119.0,129.0,<
0.29,0.103,0.332,119.0,130.0,+
0.332,0.132,0.31,120.0,131.0,<
0.129,0.279,0.422,124.0,132.0,<
0.1605,0.263,0.434,125.0,133.0,<
0.151,0.256,0.432,125.0,134.0,+
0.1155,0.234,0.422,126.0,135.0,<
0.178,0.155,0.474,127.0,136.0,<
0.123,0.291,0.418,132.0,137.0,<
0.1195,0.2735,0.425,132.0,138.0,+
0.1315,0.286,0.4245,132.0,139.0,+
0.1735,0.266,0.433,133.0,140.0,<
0.1095,0.229,0.418,135.0,141.0,<
0.177,0.149,0.484,136.0,142.0,<
0.118,0.3,0.4105,137.0,143.0,<
0.182,0.267,0.429,140.0,144.0,<
0.174,0.1365,0.493,142.0,145.0,<
0.191,0.149,0.486,142.0,146.0,+
0.114,0.306,0.4,143.0,147.0,<
0.171,0.126,0.4995,145.0,148.0,<
0.113,0.316,0.39,147.0,149.0,<
0.122,0.319,0.399,147.0,150.0,+
0.104,0.299,0.398,147.0,151.0,+
0.115,0.298,0.393,147.0,152.0,+
0.168,0.114,0.502,148.0,153.0,<
0.113,0.322,0.375,149.0,154.0,<
0.131,0.323,0.398,150.0,155.0,<
0.165,0.102,0.498,153.0,156.0,<
0.155,0.1205,0.507,153.0,157.0,+
0.1815,0.11,0.505,153.0,158.0,+
0.112,0.3235,0.3695,154.0,159.0,<
0.1615,0.091,0.488,156.0,160.0,<
0.16,0.085,0.475,160.0,161.0,<
0.161,0.081,0.467,161.0,162.0,<
0.1535,0.0865,0.4725,161.0,163.0,+
0.159,0.08,0.452,162.0,164.0,<
0.185,0.187,0.114,165.0,166.0,<
0.187,0.184,0.125,166.0,167.0,<
0.186,0.185,0.139,167.0,168.0,<
0.185,0.187,0.155,168.0,169.0,<
0.183,0.185,0.166,169.0,170.0,<
0.185,0.186,0.181,170.0,171.0,<
0.186,0.188,0.195,171.0,172.0,<
0.188,0.191,0.204,172.0,173.0,<
0.184,0.186,0.222,172.0,174.0,+
0.198,0.215,0.204,173.0,175.0,<
0.184,0.186,0.235,174.0,176.0,<
0.203,0.228,0.206,175.0,177.0,<
0.182,0.183,0.246,176.0,178.0,<
0.209,0.24,0.207,177.0,179.0,<
0.187,0.184,0.262,177.0,180.0,+
0.155,0.176,0.249,178.0,181.0,<
0.214,0.253,0.207,179.0,182.0,<
0.189,0.183,0.275,180.0,183.0,<
0.142,0.173,0.253,181.0,184.0,<
0.22,0.266,0.206,182.0,185.0,<
0.19,0.182,0.289,183.0,186.0,<
0.131,0.169,0.256,184.0,187.0,<
0.225,0.277,0.206,185.0,188.0,<
0.192,0.18,0.301,186.0,189.0,<
0.117,0.166,0.25,186.0,190.0,+
