x,y,z,parentid,vid,edgetype
0.185,0.189,0.107,0.0,1.0,<
0.191,0.19,0.111,0.0,221.0,+
0.189,0.187,0.121,1.0,2.0,<
0.187,0.181,0.13,2.0,3.0,<
0.19,0.186,0.141,3.0,4.0,+
0.186,0.176,0.107,3.0,5.0,+
0.188,0.185,0.155,4.0,6.0,<
0.212,0.188,0.142,4.0,7.0,+
0.191,0.193,0.145,4.0,8.0,+
0.186,0.177,0.163,6.0,9.0,<
0.2255,0.19,0.139,7.0,10.0,<
0.199,0.183,0.146,7.0,11.0,+
0.187,0.18,0.175,9.0,12.0,+
0.182,0.168,0.165,9.0,13.0,+
0.236,0.192,0.137,10.0,14.0,<
0.184,0.178,0.185,12.0,15.0,<
0.246,0.195,0.135,14.0,16.0,<
0.188,0.182,0.1985,15.0,17.0,<
0.17,0.165,0.185,15.0,18.0,+
0.257,0.197,0.132,16.0,19.0,<
0.188,0.184,0.21,17.0,20.0,<
0.196,0.188,0.2045,17.0,21.0,+
0.162,0.158,0.186,18.0,22.0,<
0.266,0.201,0.131,19.0,23.0,<
0.187,0.18,0.219,20.0,24.0,<
0.187,0.203,0.216,20.0,25.0,+
0.153,0.151,0.187,22.0,26.0,<
0.278,0.201,0.128,23.0,27.0,<
0.19,0.175,0.229,24.0,28.0,<
0.188,0.213,0.222,25.0,29.0,<
0.1445,0.1435,0.186,26.0,30.0,<
0.284,0.208,0.124,27.0,31.0,<
0.285,0.187,0.127,27.0,32.0,+
0.186,0.177,0.242,28.0,33.0,<
0.201,0.158,0.227,28.0,34.0,+
0.193,0.18,0.239,28.0,35.0,+
0.188,0.223,0.228,29.0,36.0,<
0.137,0.136,0.185,30.0,37.0,<
0.285,0.22,0.1285,31.0,38.0,<
0.29,0.208,0.117,31.0,39.0,+
0.289,0.182,0.1245,32.0,40.0,<
0.183,0.177,0.253,33.0,41.0,<
0.208,0.15,0.228,34.0,42.0,<
0.189,0.234,0.232,36.0,43.0,<
0.127,0.129,0.182,37.0,44.0,<
0.186,0.176,0.264,41.0,45.0,<
0.167,0.176,0.258,41.0,46.0,+
0.215,0.141,0.229,42.0,47.0,<
0.189,0.242,0.236,43.0,48.0,<
0.12,0.122,0.181,44.0,49.0,<
0.186,0.175,0.275,45.0,50.0,<
0.157,0.176,0.263,46.0,51.0,<
0.222,0.132,0.229,47.0,52.0,<
0.19,0.256,0.234,48.0,53.0,<
0.205,0.239,0.244,48.0,54.0,+
0.173,0.238,0.245,48.0,55.0,+
0.112,0.1155,0.176,49.0,56.0,<
0.106,0.125,0.183,49.0,57.0,+
0.125,0.107,0.179,49.0,58.0,+
0.186,0.175,0.286,50.0,59.0,<
0.147,0.175,0.269,51.0,60.0,<
0.228,0.122,0.23,52.0,61.0,<
0.191,0.268,0.233,53.0,62.0,<
0.215,0.238,0.247,54.0,63.0,<
0.165,0.236,0.247,55.0,64.0,<
0.105,0.109,0.171,56.0,65.0,<
0.097,0.127,0.182,57.0,66.0,<
0.1265,0.101,0.175,58.0,67.0,<
0.186,0.174,0.297,59.0,68.0,<
0.137,0.175,0.274,60.0,69.0,<
0.236,0.116,0.229,61.0,70.0,<
0.223,0.115,0.239,61.0,71.0,+
0.191,0.275,0.231,62.0,72.0,<
0.229,0.236,0.246,63.0,73.0,<
0.1525,0.231,0.245,64.0,74.0,<
0.098,0.103,0.165,65.0,75.0,<
0.087,0.132,0.176,66.0,76.0,<
0.186,0.174,0.308,68.0,77.0,<
0.189,0.168,0.289,68.0,78.0,+
0.127,0.175,0.278,69.0,79.0,<
0.243,0.105,0.227,70.0,80.0,<
0.243,0.128,0.243,70.0,81.0,+
0.216,0.109,0.245,71.0,82.0,<
0.193,0.288,0.226,72.0,83.0,<
0.1755,0.28,0.24,72.0,84.0,+
0.212,0.276,0.234,72.0,85.0,+
0.234,0.234,0.245,73.0,86.0,<
0.147,0.229,0.243,74.0,87.0,<
0.092,0.098,0.157,75.0,88.0,<
0.08,0.136,0.171,76.0,89.0,<
0.186,0.173,0.319,77.0,90.0,<
0.117,0.174,0.284,79.0,91.0,<
0.25,0.097,0.226,80.0,92.0,<
0.2505,0.134,0.248,81.0,93.0,<
0.208,0.101,0.248,82.0,94.0,<
0.194,0.297,0.22,83.0,95.0,<
0.165,0.283,0.244,84.0,96.0,<
0.2235,0.277,0.233,85.0,97.0,<
0.086,0.093,0.148,88.0,98.0,<
0.187,0.173,0.33,90.0,99.0,<
0.106,0.174,0.287,91.0,100.0,<
0.12,0.164,0.29,91.0,101.0,+
0.118,0.18,0.294,91.0,102.0,+
0.255,0.087,0.226,92.0,103.0,<
0.2585,0.1445,0.2475,93.0,104.0,<
0.2,0.094,0.247,94.0,105.0,<
0.194,0.307,0.214,95.0,106.0,<
0.156,0.286,0.244,96.0,107.0,<
0.232,0.277,0.231,97.0,108.0,<
0.081,0.088,0.139,98.0,109.0,<
0.195,0.181,0.341,99.0,110.0,<
0.185,0.171,0.341,99.0,111.0,+
0.187,0.179,0.337,99.0,112.0,+
0.095,0.174,0.29,100.0,113.0,<
0.124,0.152,0.295,101.0,114.0,<
0.1215,0.1865,0.3025,102.0,115.0,<
0.264,0.0835,0.225,103.0,116.0,<
0.249,0.078,0.231,103.0,117.0,+
0.194,0.315,0.208,106.0,118.0,<
0.145,0.287,0.243,107.0,119.0,<
0.242,0.276,0.225,108.0,120.0,<
0.074,0.084,0.134,109.0,121.0,<
0.198,0.185,0.35,110.0,122.0,<
0.185,0.169,0.352,111.0,123.0,<
0.085,0.174,0.293,113.0,124.0,<
0.127,0.147,0.296,114.0,125.0,<
0.125,0.192,0.311,115.0,126.0,<
0.268,0.071,0.221,116.0,127.0,<
0.277,0.09,0.231,116.0,128.0,+
