x,y,z,parentid,vid,edgetype
0.196,0.192,0.111,0.0,1.0,<
0.195,0.19,0.117,0.0,201.0,+
0.19,0.189,0.122,1.0,2.0,<
0.19,0.194,0.132,2.0,3.0,<
0.19,0.193,0.143,3.0,4.0,<
0.196,0.195,0.15,4.0,5.0,<
0.189,0.192,0.163,5.0,6.0,+
0.218,0.2,0.146,5.0,7.0,+
0.185,0.198,0.157,5.0,8.0,+
0.188,0.192,0.173,6.0,9.0,<
0.228,0.202,0.144,7.0,10.0,<
0.187,0.192,0.182,9.0,11.0,<
0.2375,0.205,0.142,10.0,12.0,<
0.184,0.189,0.192,11.0,13.0,<
0.247,0.207,0.139,12.0,14.0,<
0.181,0.188,0.198,13.0,15.0,<
0.256,0.209,0.137,14.0,16.0,<
0.1845,0.196,0.212,15.0,17.0,<
0.171,0.171,0.199,15.0,18.0,+
0.176,0.198,0.204,15.0,19.0,+
0.265,0.212,0.135,16.0,20.0,<
0.185,0.2,0.221,17.0,21.0,<
0.176,0.2,0.211,17.0,22.0,+
0.166,0.162,0.201,18.0,23.0,<
0.273,0.215,0.132,20.0,24.0,<
0.184,0.2,0.23,21.0,25.0,<
0.16,0.154,0.202,23.0,26.0,<
0.283,0.217,0.13,24.0,27.0,<
0.187,0.196,0.241,25.0,28.0,<
0.178,0.216,0.233,25.0,29.0,+
0.1765,0.202,0.2365,25.0,30.0,+
0.154,0.146,0.204,26.0,31.0,<
0.293,0.217,0.128,27.0,32.0,<
0.191,0.193,0.251,28.0,33.0,<
0.175,0.225,0.236,29.0,34.0,<
0.15,0.138,0.202,31.0,35.0,<
0.145,0.1525,0.211,31.0,36.0,+
0.299,0.222,0.128,32.0,37.0,<
0.299,0.206,0.125,32.0,38.0,+
0.187,0.198,0.261,33.0,39.0,<
0.202,0.181,0.254,33.0,40.0,+
0.171,0.234,0.238,34.0,41.0,<
0.144,0.129,0.197,35.0,42.0,<
0.172,0.134,0.209,35.0,43.0,+
0.164,0.15,0.209,35.0,44.0,+
0.14,0.1535,0.2125,36.0,45.0,<
0.302,0.237,0.123,37.0,46.0,<
0.307,0.222,0.116,37.0,47.0,+
0.3035,0.198,0.121,38.0,48.0,<
0.188,0.199,0.27,39.0,49.0,<
0.208,0.174,0.257,40.0,50.0,<
0.168,0.243,0.241,41.0,51.0,<
0.139,0.122,0.194,42.0,52.0,<
0.174,0.128,0.212,43.0,53.0,<
0.303,0.244,0.116,46.0,54.0,<
0.3135,0.2235,0.113,47.0,55.0,<
0.308,0.197,0.121,48.0,56.0,<
0.305,0.193,0.118,48.0,57.0,+
0.192,0.202,0.279,49.0,58.0,<
0.214,0.166,0.259,50.0,59.0,<
0.165,0.252,0.243,51.0,60.0,<
0.133,0.115,0.189,52.0,61.0,<
0.303,0.251,0.109,54.0,62.0,<
0.194,0.206,0.289,58.0,63.0,<
0.219,0.158,0.26,59.0,64.0,<
0.16,0.26,0.245,60.0,65.0,<
0.128,0.11,0.186,61.0,66.0,<
0.303,0.256,0.102,62.0,67.0,<
0.194,0.21,0.297,63.0,68.0,<
0.225,0.151,0.263,64.0,69.0,<
0.158,0.27,0.243,65.0,70.0,<
0.1505,0.257,0.249,65.0,71.0,+
0.125,0.099,0.18,66.0,72.0,<
0.136,0.095,0.185,66.0,73.0,+
0.114,0.112,0.189,66.0,74.0,+
0.197,0.212,0.307,68.0,75.0,<
0.232,0.146,0.265,69.0,76.0,<
0.217,0.144,0.274,69.0,77.0,+
0.155,0.28,0.24,70.0,78.0,<
0.137,0.254,0.25,71.0,79.0,<
0.12,0.092,0.175,72.0,80.0,<
0.143,0.089,0.178,73.0,81.0,<
0.104,0.114,0.187,74.0,82.0,<
0.201,0.212,0.317,75.0,83.0,<
0.238,0.136,0.264,76.0,84.0,<
0.238,0.157,0.276,76.0,85.0,+
0.213,0.136,0.279,77.0,86.0,<
0.152,0.289,0.239,78.0,87.0,<
0.129,0.25,0.248,79.0,88.0,<
0.118,0.086,0.167,80.0,89.0,<
0.15,0.085,0.171,81.0,90.0,<
0.095,0.115,0.183,82.0,91.0,<
0.202,0.216,0.325,83.0,92.0,<
0.244,0.128,0.265,84.0,93.0,<
0.244,0.165,0.281,85.0,94.0,<
0.2055,0.1305,0.282,86.0,95.0,<
0.218,0.135,0.281,86.0,96.0,+
0.151,0.298,0.236,87.0,97.0,<
0.138,0.288,0.24,87.0,98.0,+
0.159,0.295,0.248,87.0,99.0,+
0.123,0.247,0.247,88.0,100.0,<
0.114,0.082,0.162,89.0,101.0,<
0.155,0.081,0.164,90.0,102.0,<
0.156,0.087,0.171,90.0,103.0,+
0.09,0.116,0.179,91.0,104.0,<
0.204,0.227,0.331,92.0,105.0,<
0.203,0.214,0.335,92.0,106.0,+
0.249,0.119,0.265,93.0,107.0,<
0.251,0.1735,0.282,94.0,108.0,<
0.201,0.126,0.283,95.0,109.0,<
0.15,0.307,0.232,97.0,110.0,<
0.129,0.288,0.242,98.0,111.0,<
0.166,0.297,0.256,99.0,112.0,<
0.115,0.074,0.152,101.0,113.0,<
0.106,0.101,0.162,101.0,114.0,+
0.1195,0.098,0.161,101.0,115.0,+
0.158,0.078,0.158,102.0,116.0,<
0.205,0.232,0.34,105.0,117.0,<
0.205,0.214,0.345,106.0,118.0,<
0.256,0.115,0.265,107.0,119.0,<
0.243,0.112,0.273,107.0,120.0,+
0.253,0.177,0.282,108.0,121.0,<
0.149,0.316,0.228,110.0,122.0,<
0.118,0.287,0.242,111.0,123.0,<
0.173,0.297,0.262,112.0,124.0,<
0.112,0.07,0.144,113.0,125.0,<
0.1055,0.107,0.16,114.0,126.0,<
0.206,0.238,0.347,117.0,127.0,<
0.2075,0.214,0.3545,118.0,128.0,<
0.26,0.103,0.261,119.0,129.0,<
0.269,0.124,0.268,119.0,130.0,+
0.238,0.1045,0.278,120.0,131.0,<
0.148,0.324,0.223,122.0,132.0,<
0.11,0.287,0.242,123.0,133.0,<
0.109,0.064,0.136,125.0,134.0,<
0.208,0.244,0.355,127.0,135.0,<
0.209,0.213,0.364,128.0,136.0,<
0.265,0.096,0.258,129.0,137.0,<
0.278,0.128,0.268,130.0,138.0,<
0.233,0.098,0.28,131.0,139.0,<
0.148,0.332,0.218,132.0,140.0,<
