x,y,z,parentid,vid,edgetype
0.197,0.199,0.103,0.0,1.0,<
0.197,0.204,0.111,0.0,173.0,+
0.204,0.208,0.124,1.0,2.0,<
0.202,0.213,0.149,2.0,3.0,<
0.2375,0.204,0.11,2.0,4.0,+
0.223,0.202,0.105,2.0,5.0,+
0.203,0.219,0.164,3.0,6.0,<
0.256,0.202,0.113,4.0,7.0,<
0.209,0.217,0.1855,6.0,8.0,<
0.173,0.229,0.175,6.0,9.0,+
0.274,0.199,0.115,7.0,10.0,<
0.216,0.214,0.202,8.0,11.0,<
0.16,0.235,0.189,9.0,12.0,<
0.295,0.199,0.118,10.0,13.0,<
0.217,0.221,0.22,11.0,14.0,<
0.225,0.186,0.209,11.0,15.0,+
0.2135,0.2135,0.214,11.0,16.0,+
0.148,0.241,0.202,12.0,17.0,<
0.299,0.179,0.118,13.0,18.0,+
0.306,0.203,0.121,13.0,19.0,+
0.218,0.224,0.241,14.0,20.0,<
0.231,0.1685,0.217,15.0,21.0,<
0.135,0.245,0.219,17.0,22.0,<
0.3,0.158,0.117,18.0,23.0,<
0.295,0.169,0.123,18.0,24.0,+
0.334,0.199,0.121,19.0,25.0,<
0.3045,0.221,0.132,19.0,26.0,+
0.222,0.228,0.26,20.0,27.0,<
0.237,0.15,0.225,21.0,28.0,<
0.129,0.255,0.229,22.0,29.0,<
0.126,0.232,0.227,22.0,30.0,+
0.3,0.147,0.114,23.0,31.0,<
0.345,0.198,0.12,25.0,32.0,<
0.226,0.23,0.278,27.0,33.0,<
0.245,0.139,0.231,28.0,34.0,<
0.227,0.144,0.238,28.0,35.0,+
0.234,0.148,0.237,28.0,36.0,+
0.108,0.259,0.2405,29.0,37.0,<
0.146,0.276,0.235,29.0,38.0,+
0.121,0.216,0.23,30.0,39.0,<
0.229,0.232,0.297,33.0,40.0,<
0.251,0.115,0.231,34.0,41.0,<
0.215,0.144,0.245,35.0,42.0,<
0.092,0.265,0.248,37.0,43.0,<
0.155,0.286,0.236,38.0,44.0,<
0.113,0.201,0.229,39.0,45.0,<
0.229,0.231,0.318,40.0,46.0,<
0.258,0.099,0.236,41.0,47.0,<
0.074,0.27,0.256,43.0,48.0,<
0.236,0.235,0.334,46.0,49.0,<
0.213,0.221,0.327,46.0,50.0,+
0.236,0.223,0.32,46.0,51.0,+
0.265,0.079,0.234,47.0,52.0,<
0.236,0.087,0.245,47.0,53.0,+
0.279,0.103,0.245,47.0,54.0,+
0.066,0.272,0.259,48.0,55.0,<
0.239,0.238,0.352,49.0,56.0,<
0.198,0.209,0.336,50.0,57.0,<
0.272,0.065,0.229,52.0,58.0,<
0.22,0.079,0.25,53.0,59.0,<
0.039,0.27,0.26,55.0,60.0,<
0.243,0.238,0.372,56.0,61.0,<
0.186,0.199,0.346,57.0,62.0,<
0.277,0.047,0.221,58.0,63.0,<
0.206,0.068,0.249,59.0,64.0,<
0.0265,0.2685,0.2595,60.0,65.0,<
0.248,0.24,0.39,61.0,66.0,<
0.171,0.186,0.35,62.0,67.0,<
0.185,0.2125,0.356,62.0,68.0,+
0.247,0.244,0.41,66.0,69.0,<
0.279,0.232,0.394,66.0,70.0,+
0.159,0.1745,0.358,67.0,71.0,<
0.246,0.245,0.43,69.0,72.0,<
0.296,0.226,0.401,70.0,73.0,<
0.141,0.1625,0.355,71.0,74.0,<
0.15,0.189,0.374,71.0,75.0,+
0.1885,0.159,0.372,71.0,76.0,+
0.245,0.247,0.45,72.0,77.0,<
0.313,0.219,0.407,73.0,78.0,<
0.126,0.149,0.355,74.0,79.0,<
0.144,0.206,0.382,75.0,80.0,<
0.1595,0.1825,0.3795,75.0,81.0,+
0.1905,0.16,0.379,76.0,82.0,<
0.202,0.148,0.374,76.0,83.0,+
0.243,0.25,0.464,77.0,84.0,<
0.332,0.213,0.413,78.0,85.0,<
0.113,0.137,0.357,79.0,86.0,<
0.139,0.223,0.385,80.0,87.0,<
0.245,0.245,0.489,84.0,88.0,<
0.234,0.2835,0.47,84.0,89.0,+
0.345,0.209,0.418,85.0,90.0,<
0.329,0.199,0.427,85.0,91.0,+
0.336,0.205,0.418,85.0,92.0,+
0.094,0.126,0.352,86.0,93.0,<
0.096,0.149,0.371,86.0,94.0,+
0.136,0.115,0.362,86.0,95.0,+
0.1345,0.234,0.384,87.0,96.0,<
0.245,0.245,0.509,88.0,97.0,<
0.23,0.3,0.479,89.0,98.0,<
0.343,0.233,0.435,90.0,99.0,+
0.36,0.202,0.419,90.0,100.0,+
0.32,0.187,0.435,91.0,101.0,<
0.083,0.114,0.35,93.0,102.0,<
0.087,0.157,0.381,94.0,103.0,<
0.146,0.1,0.364,95.0,104.0,<
0.243,0.243,0.53,97.0,105.0,<
0.226,0.315,0.488,98.0,106.0,<
0.3435,0.244,0.439,99.0,107.0,<
0.317,0.178,0.434,101.0,108.0,<
0.066,0.103,0.339,102.0,109.0,<
0.078,0.168,0.388,103.0,110.0,<
0.155,0.085,0.365,104.0,111.0,<
0.241,0.24,0.544,105.0,112.0,<
0.221,0.333,0.497,106.0,113.0,<
0.056,0.092,0.333,109.0,114.0,<
0.245,0.243,0.568,112.0,115.0,<
0.223,0.2105,0.55,112.0,116.0,+
0.216,0.349,0.506,113.0,117.0,<
0.036,0.084,0.323,114.0,118.0,<
0.062,0.079,0.336,114.0,119.0,+
0.246,0.2435,0.587,115.0,120.0,<
0.214,0.195,0.558,116.0,121.0,<
0.201,0.337,0.523,117.0,122.0,+
0.212,0.367,0.506,117.0,123.0,+
0.238,0.35,0.5195000000000001,117.0,124.0,+
0.247,0.244,0.607,120.0,125.0,<
0.206,0.181,0.566,121.0,126.0,<
0.193,0.329,0.532,122.0,127.0,<
0.248,0.246,0.626,125.0,128.0,<
0.198,0.162,0.573,126.0,129.0,<
0.226,0.254,0.637,128.0,130.0,+
0.254,0.246,0.645,128.0,131.0,+
0.189,0.147,0.578,129.0,132.0,<
0.186,0.167,0.587,129.0,133.0,+
0.208,0.155,0.586,129.0,134.0,+
0.21,0.261,0.646,130.0,135.0,<
0.273,0.25,0.656,131.0,136.0,<
0.253,0.245,0.665,131.0,137.0,+
0.18,0.129,0.583,132.0,138.0,<
0.175,0.1775,0.598,133.0,139.0,<
0.225,0.152,0.594,134.0,140.0,<
0.195,0.266,0.645,135.0,141.0,<
0.287,0.254,0.668,136.0,142.0,<
0.254,0.244,0.686,137.0,143.0,<
0.172,0.113,0.588,138.0,144.0,<
0.183,0.122,0.589,138.0,145.0,+
0.167,0.187,0.6014999999999999,139.0,146.0,<
0.192,0.264,0.621,141.0,147.0,+
0.19,0.286,0.634,141.0,148.0,+
0.183,0.252,0.639,141.0,149.0,+
0.299,0.256,0.678,142.0,150.0,<
0.291,0.251,0.677,142.0,151.0,+
0.252,0.235,0.694,143.0,152.0,<
0.165,0.096,0.594,144.0,153.0,<
0.205,0.259,0.634,147.0,154.0,+
0.202,0.272,0.612,147.0,155.0,+
0.194,0.278,0.6134999999999999,147.0,156.0,+
0.188,0.261,0.613,147.0,157.0,+
0.212,0.261,0.628,147.0,158.0,+
0.199,0.257,0.613,147.0,159.0,+
0.209,0.266,0.615,147.0,160.0,+
0.206,0.254,0.621,147.0,161.0,+
0.191,0.289,0.628,148.0,162.0,<
0.157,0.078,0.592,153.0,163.0,<
0.184,0.088,0.604,153.0,164.0,+
0.146,0.107,0.607,153.0,165.0,+
0.149,0.0615,0.589,163.0,166.0,<
0.196,0.084,0.606,164.0,167.0,<
0.185,0.087,0.611,164.0,168.0,+
0.134,0.115,0.614,165.0,169.0,<
0.143,0.044,0.584,166.0,170.0,<
0.136,0.0235,0.579,170.0,171.0,<
0.133,0.015,0.578,171.0,172.0,<
0.197,0.204,0.111,173.0,174.0,<
0.204,0.208,0.124,174.0,175.0,<
0.202,0.213,0.149,174.0,176.0,+
0.2375,0.204,0.11,174.0,177.0,+
0.223,0.202,0.105,175.0,178.0,<
0.203,0.219,0.164,176.0,179.0,<
0.256,0.202,0.113,178.0,180.0,<
0.209,0.217,0.1855,178.0,181.0,+
0.173,0.229,0.175,179.0,182.0,<
0.274,0.199,0.115,180.0,183.0,<
0.216,0.214,0.202,181.0,184.0,<
0.16,0.235,0.189,182.0,185.0,<
0.295,0.199,0.118,183.0,186.0,<
0.217,0.221,0.22,183.0,187.0,+
0.225,0.186,0.209,183.0,188.0,+
0.2135,0.2135,0.214,184.0,189.0,<
0.148,0.241,0.202,185.0,190.0,+
0.299,0.179,0.118,185.0,191.0,+
0.306,0.203,0.121,186.0,192.0,<
0.218,0.224,0.241,187.0,193.0,<
0.231,0.1685,0.217,189.0,194.0,<
0.135,0.245,0.219,190.0,195.0,<
0.3,0.158,0.117,190.0,196.0,+
0.295,0.169,0.123,191.0,197.0,<
0.334,0.199,0.121,191.0,198.0,+
