x,y,z,parentid,vid,edgetype
0.173,0.184,0.12,0.0,1.0,<
0.158,0.188,0.121,0.0,2.0,<
0.1955,0.17,0.136,1.0,12.0,+
0.211,0.161,0.145,2.0,3.0,<
0.227,0.152,0.152,3.0,4.0,<
0.235,0.145,0.158,4.0,5.0,<
0.222,0.12,0.166,5.0,6.0,+
0.259,0.142,0.163,5.0,7.0,<
0.272,0.127,0.166,7.0,8.0,<
0.273,0.155,0.169,7.0,9.0,+
0.281,0.117,0.167,8.0,10.0,<
0.298,0.114,0.169,10.0,11.0,<
0.156,0.19,0.148,12.0,13.0,<
0.158,0.19,0.168,13.0,14.0,<
0.154,0.188,0.184,14.0,15.0,+
0.129,0.177,0.191,14.0,16.0,<
0.149,0.19,0.19,15.0,157.0,<
0.157,0.192,0.205,16.0,17.0,+
0.158,0.194,0.224,17.0,18.0,<
0.159,0.199,0.243,18.0,19.0,<
0.17,0.212,0.252,19.0,20.0,+
0.155,0.196,0.26,19.0,21.0,<
0.155,0.196,0.279,20.0,139.0,<
0.155,0.196,0.298,21.0,22.0,<
0.155,0.195,0.317,22.0,23.0,<
0.157,0.191,0.333,23.0,24.0,<
0.162,0.162,0.342,24.0,25.0,<
0.154,0.195,0.353,25.0,26.0,+
0.153,0.194,0.372,25.0,27.0,<
0.153,0.194,0.39,26.0,114.0,<
0.153,0.193,0.409,27.0,28.0,<
0.151,0.198,0.428,28.0,29.0,<
0.152,0.193,0.446,29.0,30.0,<
0.134,0.212,0.435,30.0,31.0,<
0.122,0.224,0.446,31.0,32.0,<
0.11,0.234,0.456,31.0,33.0,+
0.098,0.245,0.465,32.0,54.0,<
0.087,0.255,0.475,33.0,34.0,<
0.074,0.267,0.482,34.0,35.0,<
0.075,0.244,0.487,35.0,36.0,<
0.1075,0.262,0.487,36.0,37.0,<
0.118,0.266,0.486,37.0,38.0,<
0.068,0.229,0.49,37.0,39.0,+
0.062,0.278,0.49,37.0,40.0,+
0.05,0.291,0.499,38.0,43.0,<
0.056,0.3,0.511,39.0,42.0,<
0.036,0.298,0.505,40.0,41.0,<
0.0205,0.279,0.506,43.0,44.0,<
0.033,0.309,0.505,44.0,45.0,+
0.031,0.306,0.508,44.0,46.0,<
0.011,0.268,0.503,45.0,51.0,<
0.066,0.313,0.522,46.0,47.0,+
0.08,0.326,0.526,46.0,48.0,<
0.086,0.332,0.524,47.0,50.0,<
0.152,0.1925,0.465,48.0,49.0,+
0.152,0.192,0.484,51.0,52.0,<
0.153,0.191,0.501,52.0,53.0,<
0.151,0.191,0.52,54.0,55.0,<
0.177,0.1855,0.511,55.0,56.0,<
0.192,0.182,0.521,56.0,57.0,<
0.206,0.178,0.531,56.0,58.0,+
0.221,0.174,0.541,57.0,79.0,<
0.232,0.169,0.551,58.0,59.0,<
0.22,0.153,0.562,59.0,60.0,<
0.253,0.166,0.558,60.0,61.0,<
0.227,0.18,0.564,61.0,62.0,<
0.227,0.19,0.567,62.0,63.0,+
0.267,0.161,0.561,62.0,64.0,<
0.284,0.158,0.562,62.0,65.0,+
0.293,0.173,0.574,64.0,67.0,<
0.2785,0.1305,0.564,65.0,66.0,<
0.304,0.156,0.556,67.0,68.0,<
0.318,0.152,0.549,68.0,69.0,+
0.335,0.15,0.537,68.0,70.0,+
0.346,0.15,0.526,68.0,71.0,<
0.35,0.163,0.527,69.0,77.0,<
0.276,0.113,0.56,70.0,76.0,<
0.293,0.173,0.579,71.0,72.0,<
0.294,0.1855,0.5785,72.0,73.0,<
0.148,0.196,0.532,73.0,74.0,<
0.152,0.19,0.539,74.0,75.0,+
0.15,0.19,0.5575000000000001,77.0,78.0,+
0.151,0.19,0.576,79.0,80.0,+
0.141,0.178,0.572,80.0,81.0,<
0.129,0.168,0.582,81.0,82.0,<
0.116,0.157,0.592,81.0,83.0,+
0.104,0.146,0.602,82.0,96.0,<
0.096,0.138,0.609,83.0,84.0,<
0.078,0.126,0.615,84.0,85.0,<
0.107,0.129,0.618,85.0,86.0,<
0.063,0.115,0.619,86.0,87.0,<
0.049,0.105,0.614,87.0,88.0,<
0.053,0.128,0.626,87.0,89.0,+
0.075,0.1,0.623,88.0,90.0,<
0.041,0.1035,0.616,90.0,91.0,<
0.039,0.097,0.608,90.0,92.0,+
0.151,0.191,0.595,90.0,93.0,+
0.153,0.19,0.614,91.0,94.0,<
0.159,0.169,0.615,94.0,95.0,+
0.155,0.194,0.632,96.0,97.0,<
0.1535,0.192,0.644,97.0,98.0,+
0.161,0.21,0.644,97.0,99.0,<
0.167,0.225,0.654,98.0,110.0,+
0.176,0.221,0.661,99.0,100.0,<
0.166,0.23,0.661,99.0,101.0,+
0.175,0.241,0.659,101.0,102.0,<
0.159,0.231,0.661,102.0,103.0,+
0.182,0.256,0.658,102.0,104.0,<
0.189,0.271,0.647,104.0,105.0,+
0.193,0.278,0.635,104.0,106.0,+
0.16,0.167,0.607,105.0,107.0,<
0.159,0.158,0.606,107.0,108.0,<
0.153,0.157,0.613,108.0,109.0,<
0.1465,0.161,0.617,110.0,111.0,+
0.165,0.147,0.352,111.0,112.0,+
0.168,0.131,0.362,112.0,113.0,<
0.171,0.119,0.371,114.0,115.0,<
0.175,0.099,0.375,115.0,116.0,<
0.143,0.127,0.381,116.0,117.0,<
0.189,0.124,0.385,116.0,118.0,+
0.199,0.129,0.391,116.0,119.0,+
0.211,0.135,0.394,117.0,123.0,<
0.134,0.129,0.381,118.0,122.0,<
0.179,0.079,0.379,119.0,120.0,<
0.183,0.07,0.381,120.0,121.0,<
0.164,0.072,0.387,123.0,124.0,<
0.148,0.067,0.394,123.0,125.0,+
0.143,0.071,0.399,124.0,130.0,+
0.135,0.062,0.397,124.0,131.0,<
0.1195,0.057,0.397,125.0,126.0,<
0.211,0.076,0.388,126.0,127.0,<
0.185,0.06,0.384,127.0,128.0,+
