x,y,z,parentid,vid,edgetype
0.185,0.187,0.114,0.0,1.0,<
0.187,0.184,0.125,1.0,2.0,<
0.186,0.185,0.139,2.0,3.0,<
0.185,0.187,0.155,3.0,4.0,<
0.183,0.185,0.166,4.0,5.0,<
0.185,0.186,0.181,5.0,6.0,<
0.186,0.188,0.195,6.0,7.0,<
0.188,0.191,0.204,6.0,8.0,+
0.198,0.215,0.204,7.0,33.0,<
0.203,0.228,0.206,8.0,9.0,<
0.209,0.24,0.207,9.0,10.0,<
0.214,0.253,0.207,10.0,11.0,<
0.22,0.266,0.206,11.0,12.0,<
0.225,0.277,0.206,12.0,13.0,<
0.246,0.275,0.206,13.0,14.0,+
0.231,0.29,0.2,13.0,15.0,<
0.215,0.291,0.213,13.0,16.0,+
0.209,0.302,0.214,14.0,29.0,<
0.202,0.313,0.212,15.0,22.0,<
0.198,0.299,0.217,16.0,17.0,<
0.195,0.323,0.208,17.0,18.0,<
0.19,0.33,0.205,17.0,19.0,+
0.237,0.301,0.194,18.0,20.0,<
0.241,0.309,0.188,20.0,21.0,<
0.227,0.317,0.195,22.0,23.0,<
0.245,0.316,0.173,23.0,24.0,+
0.247,0.323,0.162,23.0,25.0,<
0.244,0.321,0.154,25.0,26.0,<
0.251,0.331,0.155,26.0,27.0,<
0.2565,0.275,0.202,27.0,28.0,+
0.269,0.274,0.19,29.0,30.0,<
0.259,0.286,0.205,29.0,31.0,+
0.272,0.273,0.1835,30.0,32.0,<
0.184,0.186,0.222,33.0,34.0,<
0.184,0.186,0.235,34.0,35.0,<
0.182,0.183,0.246,35.0,36.0,+
0.155,0.176,0.249,35.0,37.0,<
0.187,0.184,0.262,36.0,129.0,<
0.189,0.183,0.275,37.0,38.0,<
0.19,0.182,0.289,38.0,39.0,<
0.192,0.18,0.301,39.0,40.0,<
0.213,0.177,0.307,40.0,41.0,+
0.188,0.182,0.316,40.0,42.0,<
0.186,0.182,0.33,41.0,104.0,<
0.184,0.184,0.344,42.0,43.0,<
0.177,0.196,0.352,43.0,44.0,<
0.185,0.183,0.357,44.0,45.0,+
0.184,0.183,0.37,44.0,46.0,<
0.183,0.183,0.384,45.0,72.0,<
0.183,0.183,0.398,46.0,47.0,<
0.183,0.183,0.412,47.0,48.0,<
0.183,0.183,0.426,48.0,49.0,<
0.183,0.186,0.439,49.0,50.0,<
0.182,0.174,0.4365,50.0,51.0,<
0.18,0.169,0.449,51.0,52.0,<
0.179,0.163,0.46,51.0,53.0,+
0.178,0.155,0.474,52.0,70.0,<
0.177,0.149,0.484,53.0,54.0,<
0.174,0.1365,0.493,54.0,55.0,<
0.191,0.149,0.486,55.0,56.0,<
0.171,0.126,0.4995,56.0,57.0,<
0.168,0.114,0.502,57.0,58.0,<
0.155,0.1205,0.507,57.0,59.0,+
0.165,0.102,0.498,58.0,60.0,<
0.1815,0.11,0.505,60.0,61.0,<
0.1615,0.091,0.488,61.0,62.0,+
0.16,0.085,0.475,61.0,63.0,<
0.161,0.081,0.467,61.0,64.0,+
0.1535,0.0865,0.4725,63.0,65.0,<
0.159,0.08,0.452,65.0,66.0,<
0.183,0.188,0.453,66.0,67.0,<
0.183,0.19,0.463,66.0,68.0,+
0.172,0.205,0.363,67.0,69.0,<
0.167,0.212,0.373,70.0,71.0,<
0.162,0.2205,0.383,72.0,73.0,<
0.158,0.226,0.392,73.0,74.0,<
0.153,0.237,0.4,74.0,75.0,<
0.147,0.212,0.394,75.0,76.0,<
0.18,0.22,0.4,75.0,77.0,+
0.1845,0.218,0.399,75.0,78.0,+
0.148,0.247,0.408,76.0,80.0,<
0.142,0.255,0.416,78.0,79.0,<
0.15,0.26,0.427,80.0,81.0,<
0.137,0.268,0.421,81.0,82.0,+
0.129,0.2435,0.422,81.0,83.0,<
0.1155,0.234,0.422,81.0,84.0,+
0.1095,0.229,0.418,82.0,100.0,+
0.129,0.279,0.422,83.0,87.0,<
0.1195,0.2735,0.425,84.0,85.0,<
0.1315,0.286,0.4245,85.0,86.0,<
0.123,0.291,0.418,87.0,88.0,+
0.118,0.3,0.4105,87.0,89.0,<
0.114,0.306,0.4,89.0,90.0,+
0.122,0.319,0.399,90.0,91.0,<
0.104,0.299,0.398,91.0,92.0,<
0.113,0.316,0.39,92.0,93.0,+
0.115,0.298,0.393,92.0,94.0,+
0.113,0.322,0.375,92.0,95.0,<
0.112,0.3235,0.3695,92.0,96.0,+
0.131,0.323,0.398,93.0,99.0,<
0.151,0.256,0.432,95.0,97.0,<
0.1605,0.263,0.434,97.0,98.0,<
0.1735,0.266,0.433,100.0,101.0,+
0.182,0.267,0.429,101.0,102.0,<
0.223,0.173,0.315,102.0,103.0,<
0.234,0.17,0.322,104.0,105.0,<
0.246,0.166,0.329,105.0,106.0,<
0.248,0.174,0.3385,106.0,107.0,+
0.253,0.16,0.334,106.0,108.0,<
0.269,0.157,0.336,107.0,128.0,<
0.244,0.146,0.343,108.0,109.0,<
0.238,0.1375,0.3415,108.0,110.0,+
0.232,0.129,0.338,109.0,113.0,<
0.282,0.151,0.339,110.0,111.0,<
0.292,0.148,0.34,111.0,112.0,<
0.2805,0.1455,0.344,113.0,114.0,<
0.302,0.14,0.338,113.0,115.0,+
0.301,0.167,0.3515,114.0,116.0,<
0.3075,0.176,0.352,114.0,117.0,+
0.315,0.1875,0.345,116.0,120.0,+
0.297,0.119,0.337,116.0,121.0,<
0.317,0.138,0.327,117.0,118.0,<
0.324,0.134,0.319,118.0,119.0,<
0.3265,0.144,0.327,120.0,125.0,<
0.332,0.132,0.31,121.0,122.0,<
0.295,0.106,0.331,121.0,123.0,+
0.29,0.103,0.332,122.0,124.0,<
0.294,0.0955,0.323,125.0,126.0,<
0.249,0.186,0.344,126.0,127.0,+
0.142,0.173,0.253,129.0,130.0,<
0.131,0.169,0.256,130.0,131.0,<
0.117,0.166,0.25,130.0,132.0,+
0.135,0.1565,0.262,130.0,133.0,+
0.123,0.18,0.263,131.0,136.0,<
0.12,0.195,0.265,132.0,135.0,<
0.141,0.147,0.261,133.0,134.0,<
0.104,0.162,0.245,136.0,137.0,<
0.095,0.159,0.237,136.0,138.0,+
0.102,0.149,0.25,136.0,139.0,<
0.093,0.168,0.248,137.0,147.0,<
0.081,0.175,0.251,138.0,144.0,<
0.0685,0.182,0.2485,139.0,140.0,<
0.057,0.19,0.243,140.0,141.0,<
0.051,0.193,0.24,141.0,142.0,<
0.1005,0.135,0.254,142.0,143.0,<
0.102,0.123,0.255,144.0,145.0,<
