x,y,z,parentid,vid,edgetype
0.195,0.19,0.117,0.0,1.0,<
0.19,0.189,0.122,0.0,2.0,<
0.19,0.194,0.132,2.0,3.0,<
0.19,0.193,0.143,3.0,4.0,<
0.185,0.198,0.157,4.0,5.0,+
0.196,0.195,0.15,4.0,6.0,+
0.189,0.192,0.163,5.0,180.0,<
0.188,0.192,0.173,6.0,7.0,<
0.187,0.192,0.182,7.0,8.0,<
0.181,0.188,0.198,8.0,9.0,<
0.184,0.189,0.192,9.0,10.0,+
0.171,0.171,0.199,9.0,11.0,+
0.166,0.162,0.201,10.0,50.0,+
0.16,0.154,0.202,11.0,12.0,<
0.154,0.146,0.204,12.0,13.0,<
0.164,0.15,0.209,13.0,14.0,<
0.15,0.138,0.202,13.0,15.0,+
0.145,0.1525,0.211,14.0,16.0,<
0.172,0.134,0.209,14.0,17.0,+
0.174,0.128,0.212,14.0,18.0,+
0.14,0.1535,0.2125,16.0,21.0,<
0.144,0.129,0.197,17.0,20.0,<
0.139,0.122,0.194,18.0,19.0,<
0.133,0.115,0.189,21.0,22.0,<
0.128,0.11,0.186,22.0,23.0,<
0.136,0.095,0.185,23.0,24.0,<
0.125,0.099,0.18,24.0,25.0,+
0.114,0.112,0.189,24.0,26.0,<
0.104,0.114,0.187,24.0,27.0,+
0.095,0.115,0.183,25.0,45.0,<
0.09,0.116,0.179,26.0,31.0,<
0.12,0.092,0.175,27.0,28.0,<
0.118,0.086,0.167,28.0,29.0,<
0.114,0.082,0.162,29.0,30.0,<
0.1195,0.098,0.161,31.0,32.0,<
0.106,0.101,0.162,32.0,33.0,<
0.1055,0.107,0.16,32.0,34.0,+
0.115,0.074,0.152,33.0,37.0,<
0.112,0.07,0.144,34.0,35.0,+
0.109,0.064,0.136,35.0,36.0,+
0.106,0.06,0.129,37.0,38.0,<
0.103,0.053,0.122,38.0,39.0,<
0.098,0.047,0.117,39.0,40.0,<
0.094,0.0405,0.11,40.0,41.0,<
0.093,0.034,0.106,41.0,42.0,<
0.143,0.089,0.178,42.0,43.0,<
0.15,0.085,0.171,43.0,44.0,<
0.156,0.087,0.171,45.0,46.0,<
0.155,0.081,0.164,46.0,47.0,+
0.158,0.078,0.158,46.0,48.0,<
0.176,0.198,0.204,48.0,49.0,<
0.1845,0.196,0.212,50.0,51.0,+
0.176,0.2,0.211,51.0,52.0,+
0.185,0.2,0.221,52.0,53.0,+
0.184,0.2,0.23,53.0,54.0,<
0.187,0.196,0.241,54.0,55.0,<
0.1765,0.202,0.2365,54.0,56.0,+
0.178,0.216,0.233,55.0,91.0,<
0.175,0.225,0.236,56.0,57.0,+
0.171,0.234,0.238,57.0,58.0,<
0.168,0.243,0.241,58.0,59.0,<
0.165,0.252,0.243,59.0,60.0,<
0.16,0.26,0.245,60.0,61.0,<
0.1505,0.257,0.249,61.0,62.0,<
0.158,0.27,0.243,62.0,63.0,+
0.155,0.28,0.24,62.0,64.0,<
0.152,0.289,0.239,63.0,88.0,<
0.151,0.298,0.236,64.0,65.0,<
0.159,0.295,0.248,65.0,66.0,<
0.138,0.288,0.24,66.0,67.0,<
0.129,0.288,0.242,66.0,68.0,+
0.118,0.287,0.242,66.0,69.0,+
0.11,0.287,0.242,67.0,76.0,<
0.099,0.286,0.239,68.0,74.0,<
0.166,0.297,0.256,69.0,70.0,<
0.173,0.297,0.262,70.0,71.0,<
0.15,0.307,0.232,71.0,72.0,<
0.149,0.316,0.228,72.0,73.0,<
0.148,0.324,0.223,74.0,75.0,<
0.149,0.333,0.221,76.0,77.0,<
0.148,0.332,0.218,77.0,78.0,<
