x,y,z,parentid,vid,edgetype
0.17605840407111795,0.20420082519754476,0.11354835910013235,0.0,1.0,<
0.17285757887357325,0.20179917480245532,0.11700000000000002,0.0,2.0,+
0.18,0.2049415959288821,0.11245164089986769,1.0,3.0,<
0.17205840407111794,0.20105840407111797,0.12100000000000001,2.0,4.0,<
0.18400000000000002,0.2049415959288821,0.11009671820026468,3.0,5.0,<
0.17200000000000001,0.201,0.125,4.0,6.0,<
0.18800000000000003,0.20420082519754476,0.11190328179973534,5.0,7.0,<
0.17200000000000001,0.201,0.12900000000000003,6.0,8.0,<
0.19200000000000003,0.20179917480245532,0.11009671820026468,7.0,9.0,<
0.17205840407111794,0.201,0.133,8.0,10.0,<
0.19600000000000004,0.20105840407111797,0.11300000000000002,9.0,11.0,<
0.1727991748024553,0.201,0.13700000000000004,10.0,12.0,<
0.20000000000000007,0.201,0.11700000000000002,11.0,13.0,<
0.1752008251975447,0.201,0.14100000000000001,12.0,14.0,<
0.20400000000000001,0.201,0.12100000000000001,13.0,15.0,<
0.1759415959288821,0.201,0.14500000000000002,14.0,16.0,<
0.20800000000000005,0.20105840407111797,0.125,15.0,17.0,<
0.17594159592888206,0.20105840407111797,0.14900000000000002,16.0,18.0,<
0.21200000000000005,0.2017407707313374,0.1284516408998677,17.0,19.0,<
0.17520082519754474,0.20179917480245532,0.15300000000000002,18.0,20.0,<
0.21600000000000008,0.2034600544662074,0.12954835910013235,19.0,21.0,<
0.1727991748024553,0.20420082519754476,0.15700000000000003,20.0,22.0,<
0.22000000000000003,0.20253994553379268,0.133,21.0,23.0,<
0.17205840407111794,0.2049415959288821,0.16100000000000003,22.0,24.0,<
0.22400000000000003,0.2042592292686627,0.13700000000000004,23.0,25.0,<
0.17200000000000001,0.20500000000000004,0.16500000000000004,24.0,26.0,<
0.22800000000000006,0.2049415959288821,0.14100000000000001,25.0,27.0,<
0.17194159592888206,0.20500000000000004,0.169,26.0,28.0,<
0.23200000000000004,0.20500000000000004,0.14500000000000002,27.0,29.0,<
0.1711937838881016,0.20505136276167488,0.173,28.0,30.0,<
0.23600000000000002,0.20500000000000004,0.14900000000000002,29.0,31.0,<
0.1686224471367774,0.20567522951613032,0.17699999999999994,30.0,32.0,<
0.24000000000000002,0.20500000000000004,0.15300000000000002,31.0,33.0,<
0.1640513627616749,0.20825218795921957,0.17754835910013234,31.0,34.0,+
0.1711937838881016,0.20499295869055692,0.181,32.0,35.0,<
0.24405136276167494,0.20505136276167488,0.15700000000000003,33.0,36.0,<
0.15999999999999998,0.2097407707313374,0.181,34.0,37.0,<
0.17194159592888206,0.20420082519754476,0.185,35.0,38.0,<
0.24867522951613033,0.2056752295161303,0.1614822478507613,36.0,39.0,<
0.15605840407111798,0.2122008251975447,0.185,37.0,40.0,<
0.17200000000000001,0.20179917480245532,0.189,38.0,41.0,<
0.2521027255233497,0.20419378388810164,0.16500000000000004,38.0,42.0,+
0.25125218795921955,0.20905136276167485,0.16445164089986772,39.0,43.0,<
0.15279917480245533,0.21300000000000008,0.189,40.0,44.0,<
0.17200000000000001,0.20105840407111797,0.193,41.0,45.0,<
0.2566752295161303,0.20099999999999998,0.16899999999999998,42.0,46.0,<
0.25274077073133744,0.21300000000000005,0.16554835910013238,43.0,47.0,<
0.15125922926866267,0.2137991748024553,0.193,44.0,48.0,<
0.17200000000000001,0.201,0.197,45.0,49.0,+
0.25919378388810166,0.19700000000000004,0.16900000000000004,45.0,50.0,<
0.26005136276167495,0.20179917480245532,0.173,46.0,51.0,<
0.2552008251975447,0.21700000000000003,0.1684516408998677,47.0,52.0,<
0.14874077073133737,0.21625922926866267,0.197,48.0,53.0,<
0.17200000000000001,0.201,0.201,49.0,54.0,<
0.25994159592888205,0.193,0.16954835910013236,50.0,55.0,<
0.26400000000000007,0.20420082519754476,0.177,51.0,56.0,<
0.2559415959288821,0.22100000000000003,0.16900000000000004,52.0,57.0,<
