x,y,z,parentid,vid,edgetype
0.183,0.19,0.106,0.0,1.0,<
0.178,0.189,0.116,1.0,2.0,<
0.179,0.193,0.144,1.0,3.0,+
0.149,0.183,0.121,1.0,4.0,+
0.162,0.181,0.117,2.0,5.0,<
0.184,0.187,0.167,3.0,6.0,<
0.125,0.173,0.123,5.0,7.0,<
0.179,0.195,0.199,5.0,8.0,+
0.212,0.1585,0.168,6.0,9.0,<
0.095,0.162,0.122,7.0,10.0,<
0.18,0.201,0.224,8.0,11.0,<
0.23,0.139,0.169,9.0,12.0,<
0.075,0.155,0.118,10.0,13.0,<
0.181,0.197,0.253,10.0,14.0,+
0.176,0.236,0.23,11.0,15.0,<
0.248,0.113,0.167,12.0,16.0,<
0.049,0.146,0.111,12.0,17.0,+
0.05,0.175,0.111,12.0,18.0,+
0.094,0.123,0.132,13.0,19.0,<
0.176,0.193,0.281,14.0,20.0,<
0.174,0.264,0.237,15.0,21.0,<
0.264,0.098,0.167,16.0,22.0,<
0.031,0.138,0.103,17.0,23.0,<
0.036,0.19,0.104,19.0,24.0,<
0.18,0.198,0.307,19.0,25.0,+
0.166,0.163,0.291,20.0,26.0,<
0.172,0.283,0.241,21.0,27.0,+
0.221,0.071,0.167,21.0,28.0,+
0.281,0.08,0.157,21.0,29.0,+
0.282,0.127,0.19,24.0,30.0,<
0.18,0.2,0.335,25.0,31.0,<
0.158,0.14,0.303,26.0,32.0,<
0.171,0.316,0.237,30.0,33.0,<
0.18,0.199,0.361,30.0,34.0,+
0.203,0.217,0.346,30.0,35.0,+
0.192,0.202,0.343,31.0,36.0,<
0.151,0.122,0.315,31.0,37.0,+
0.154,0.142,0.309,32.0,38.0,+
0.149,0.324,0.251,32.0,39.0,+
0.178,0.336,0.238,33.0,40.0,<
0.177,0.2,0.391,34.0,41.0,<
0.227,0.23,0.354,36.0,42.0,<
0.142,0.087,0.317,36.0,43.0,+
0.138,0.131,0.325,36.0,44.0,+
0.185,0.125,0.325,36.0,45.0,+
0.164,0.129,0.323,36.0,46.0,+
0.142,0.131,0.316,38.0,47.0,<
0.12,0.319,0.256,38.0,48.0,+
0.136,0.326,0.253,39.0,49.0,<
0.208,0.346,0.239,39.0,50.0,+
0.161,0.364,0.234,40.0,51.0,<
0.175,0.202,0.41,40.0,52.0,+
0.174,0.191,0.402,41.0,53.0,<
0.25,0.245,0.361,42.0,54.0,<
0.134,0.073,0.323,47.0,55.0,<
0.109,0.3145,0.257,51.0,56.0,<
0.18,0.2,0.444,51.0,57.0,+
0.123,0.207,0.414,53.0,58.0,<
0.274,0.258,0.36,53.0,59.0,+
0.264,0.23,0.375,53.0,60.0,+
0.235,0.261,0.377,54.0,61.0,<
0.127,0.043,0.312,54.0,62.0,+
0.098,0.095,0.337,54.0,63.0,+
0.175,0.065,0.334,56.0,64.0,<
0.181,0.2,0.468,57.0,65.0,<
0.1,0.209,0.426,58.0,66.0,<
0.298,0.271,0.357,58.0,67.0,+
0.286,0.26,0.364,58.0,68.0,+
0.282,0.267,0.349,59.0,69.0,<
0.269,0.216,0.382,61.0,70.0,<
0.122,0.023,0.306,64.0,71.0,<
0.178,0.205,0.497,64.0,72.0,+
0.204,0.169,0.489,65.0,73.0,<
0.074,0.212,0.431,65.0,74.0,+
0.109,0.224,0.445,65.0,75.0,+
0.0895,0.216,0.429,65.0,76.0,+
0.1005,0.188,0.442,66.0,77.0,+
0.317,0.257,0.358,66.0,78.0,+
0.294,0.291,0.373,66.0,79.0,+
0.316,0.283,0.353,66.0,80.0,+
0.31,0.274,0.359,71.0,81.0,<
0.178,0.209,0.523,72.0,82.0,<
0.215,0.156,0.509,73.0,83.0,<
0.046,0.213,0.439,77.0,84.0,<
0.331,0.23,0.357,77.0,85.0,+
0.313,0.259,0.371,78.0,86.0,<
0.285,0.313,0.38,79.0,87.0,<
0.323,0.283,0.338,81.0,88.0,<
0.184,0.236,0.541,81.0,89.0,+
0.173,0.207,0.551,82.0,90.0,<
0.223,0.147,0.529,83.0,91.0,+
0.049,0.239,0.455,83.0,92.0,+
0.043,0.188,0.447,83.0,93.0,+
0.021,0.215,0.434,84.0,94.0,<
0.338,0.217,0.355,86.0,95.0,<
0.276,0.331,0.381,88.0,96.0,<
0.187,0.255,0.56,88.0,97.0,+
0.18,0.241,0.554,89.0,98.0,<
0.168,0.205,0.575,90.0,99.0,<
0.241,0.129,0.547,90.0,100.0,+
0.203,0.139,0.538,91.0,101.0,<
0.0465,0.2495,0.459,91.0,102.0,+
0.053,0.255,0.458,92.0,103.0,<
0.044,0.169,0.4465,93.0,104.0,<
0.005,0.216,0.429,96.0,105.0,<
0.19,0.275,0.578,96.0,106.0,+
0.179,0.256,0.576,98.0,107.0,<
0.147,0.2,0.599,98.0,108.0,+
0.19,0.19,0.564,98.0,109.0,+
0.165,0.207,0.593,99.0,110.0,<
0.256,0.115,0.562,105.0,111.0,<
0.193,0.296,0.595,107.0,112.0,<
0.128,0.193,0.615,107.0,113.0,+
0.142,0.202,0.611,110.0,114.0,<
0.279,0.1,0.563,110.0,115.0,+
0.241,0.098,0.571,111.0,116.0,<
0.197,0.32,0.6,111.0,117.0,+
0.207,0.294,0.601,111.0,118.0,+
0.1755,0.296,0.6,112.0,119.0,<
0.106,0.184,0.619,114.0,120.0,<
0.3,0.0865,0.56,116.0,121.0,<
0.202,0.343,0.6,119.0,122.0,<
0.091,0.1785,0.613,121.0,123.0,+
0.199,0.346,0.597,,,
