x,y,z,parentid,vid,edgetype
0.188,0.185,0.106,0.0,1.0,<
0.187,0.185,0.116,1.0,2.0,<
0.186,0.185,0.135,2.0,3.0,<
0.184,0.187,0.157,3.0,4.0,<
0.184,0.185,0.175,4.0,5.0,<
0.187,0.189,0.198,5.0,6.0,<
0.185,0.186,0.217,5.0,7.0,+
0.196,0.211,0.203,6.0,8.0,<
0.184,0.186,0.238,7.0,9.0,<
0.204,0.23,0.206,8.0,10.0,<
0.186,0.185,0.258,8.0,11.0,+
0.162,0.178,0.246,9.0,12.0,<
0.212,0.249,0.207,10.0,13.0,<
0.189,0.183,0.278,11.0,14.0,<
0.142,0.173,0.253,12.0,15.0,<
0.221,0.27,0.206,13.0,16.0,<
0.191,0.181,0.299,14.0,17.0,<
0.126,0.167,0.254,15.0,18.0,<
0.229,0.285,0.201,15.0,19.0,+
0.217,0.286,0.212,15.0,20.0,+
0.241,0.275,0.2065,16.0,21.0,<
0.188,0.182,0.319,16.0,22.0,+
0.2155,0.176,0.309,17.0,23.0,<
0.103,0.162,0.245,17.0,24.0,+
0.12,0.194,0.265,17.0,25.0,+
0.14,0.147,0.261,18.0,26.0,<
0.238,0.303,0.193,19.0,27.0,<
0.208,0.303,0.214,20.0,28.0,<
0.257,0.275,0.202,21.0,29.0,<
0.185,0.184,0.341,22.0,30.0,<
0.231,0.171,0.32,23.0,31.0,<
0.089,0.157,0.232,23.0,32.0,+
0.101,0.141,0.253,23.0,33.0,+
0.085,0.172,0.25,26.0,34.0,<
0.244,0.314,0.177,26.0,35.0,+
0.251,0.301,0.194,26.0,36.0,+
0.228,0.316,0.194,27.0,37.0,<
0.198,0.32,0.209,27.0,38.0,+
0.196,0.298,0.2175,28.0,39.0,<
0.27,0.273,0.188,29.0,40.0,<
0.176,0.197,0.353,29.0,41.0,+
0.184,0.183,0.36,30.0,42.0,<
0.248,0.165,0.33,31.0,43.0,<
0.075,0.152,0.2175,32.0,44.0,<
0.102,0.123,0.2545,32.0,45.0,+
0.0945,0.135,0.255,33.0,46.0,<
0.069,0.182,0.249,34.0,47.0,<
0.248,0.325,0.16,37.0,48.0,<
0.1905,0.33,0.205,40.0,49.0,<
0.169,0.21,0.37,41.0,50.0,<
0.184,0.183,0.38,42.0,51.0,<
0.266,0.158,0.336,42.0,52.0,+
0.247,0.151,0.341,42.0,53.0,+
0.249,0.183,0.343,43.0,54.0,<
0.064,0.15,0.202,43.0,55.0,+
0.063,0.159,0.218,43.0,56.0,+
0.072,0.14,0.223,44.0,57.0,<
0.103,0.1085,0.252,46.0,58.0,<
0.055,0.192,0.242,47.0,59.0,<
0.25,0.333,0.152,49.0,60.0,<
0.162,0.222,0.386,50.0,61.0,<
0.183,0.183,0.4,51.0,62.0,<
0.286,0.151,0.34,52.0,63.0,<
0.238,0.137,0.341,54.0,64.0,<
0.055,0.145,0.183,60.0,65.0,<
0.154,0.235,0.397,60.0,66.0,+
0.1755,0.221,0.3995,60.0,67.0,+
0.151,0.217,0.394,61.0,68.0,<
0.183,0.183,0.422,62.0,69.0,<
0.3,0.141,0.338,62.0,70.0,+
0.298,0.1635,0.35,64.0,71.0,+
0.068,0.133,0.179,64.0,72.0,+
0.044,0.143,0.167,64.0,73.0,+
0.0395,0.154,0.179,65.0,74.0,<
0.147,0.249,0.41,66.0,75.0,<
0.184,0.218,0.399,68.0,76.0,<
0.1815,0.172,0.4415,68.0,77.0,+
0.183,0.186,0.44,69.0,78.0,<
0.321,0.137,0.325,69.0,79.0,+
0.297,0.117,0.336,70.0,80.0,<
0.31,0.179,0.351,71.0,81.0,<
0.069,0.12,0.169,71.0,82.0,+
0.076,0.145,0.183,72.0,83.0,<
0.035,0.142,0.149,74.0,84.0,<
0.142,0.261,0.421,74.0,85.0,+
0.132,0.245,0.42,76.0,86.0,<
0.179,0.165,0.459,77.0,87.0,<
0.183,0.189,0.459,78.0,88.0,<
0.33,0.133,0.313,78.0,89.0,+
0.321,0.125,0.325,78.0,90.0,+
0.329,0.149,0.328,79.0,91.0,<
0.295,0.103,0.328,80.0,92.0,<
0.317,0.19,0.343,83.0,93.0,<
0.029,0.14,0.138,84.0,94.0,<
0.128,0.279,0.422,84.0,95.0,+
0.1655,0.264,0.434,84.0,96.0,+
0.151,0.2565,0.432,85.0,97.0,<
0.115,0.234,0.422,86.0,98.0,<
0.178,0.153,0.477,94.0,99.0,<
0.119,0.297,0.413,95.0,100.0,<
0.179,0.266,0.431,97.0,101.0,<
0.107,0.227,0.416,98.0,102.0,<
0.174,0.139,0.491,98.0,103.0,+
0.184,0.149,0.486,98.0,104.0,+
0.174,0.1525,0.4865,99.0,105.0,<
0.114,0.307,0.399,102.0,106.0,<
0.17,0.121,0.501,105.0,107.0,<
0.113,0.321,0.381,105.0,108.0,+
0.1265,0.321,0.398,106.0,109.0,<
0.166,0.105,0.499,106.0,110.0,+
0.158,0.119,0.507,106.0,111.0,+
0.177,0.111,0.505,107.0,112.0,<
0.112,0.323,0.37,107.0,113.0,+
0.115,0.319,0.372,109.0,114.0,<
0.161,0.088,0.485,114.0,115.0,<
0.16,0.082,0.47,115.0,116.0,<
0.159,0.08,0.452,,,
