x,y,z,parentid,vid,edgetype
0.17,0.197,0.107,0.0,1.0,<
0.171,0.188,0.117,1.0,2.0,<
0.185,0.19,0.124,2.0,3.0,+
0.171,0.193,0.174,2.0,4.0,+
0.229,0.181,0.122,3.0,5.0,<
0.173,0.194,0.203,4.0,6.0,<
0.262,0.176,0.12,5.0,7.0,<
0.173,0.191,0.237,6.0,8.0,<
0.282,0.172,0.117,7.0,9.0,<
0.176,0.193,0.263,7.0,10.0,+
0.172,0.159,0.234,8.0,11.0,<
0.31,0.168,0.108,8.0,12.0,+
0.297,0.202,0.132,9.0,13.0,<
0.178,0.194,0.293,9.0,14.0,+
0.183,0.196,0.276,10.0,15.0,<
0.172,0.128,0.229,11.0,16.0,<
0.322,0.172,0.114,12.0,17.0,<
0.298,0.215,0.136,13.0,18.0,<
0.183,0.203,0.31,15.0,19.0,<
0.174,0.102,0.217,15.0,20.0,+
0.163,0.131,0.24,18.0,21.0,<
0.176,0.198,0.351,18.0,22.0,+
0.22,0.23,0.31,19.0,23.0,<
0.176,0.077,0.207,19.0,24.0,+
0.178,0.089,0.214,21.0,25.0,<
0.169,0.195,0.38,22.0,26.0,<
0.245,0.247,0.313,23.0,27.0,+
0.213,0.078,0.207,23.0,28.0,+
0.178,0.05,0.188,23.0,29.0,+
0.155,0.079,0.227,23.0,30.0,+
0.144,0.065,0.22,25.0,31.0,<
0.171,0.196,0.409,25.0,32.0,+
0.129,0.1945,0.383,26.0,33.0,<
0.265,0.261,0.315,27.0,34.0,<
0.229,0.078,0.209,28.0,35.0,<
0.179,0.0275,0.171,31.0,36.0,<
0.171,0.195,0.44,32.0,37.0,<
0.097,0.192,0.386,33.0,38.0,<
0.291,0.277,0.305,33.0,39.0,+
0.279,0.274,0.313,33.0,40.0,+
0.276,0.268,0.297,36.0,41.0,<
0.173,0.19,0.464,37.0,42.0,<
0.078,0.189,0.388,37.0,43.0,+
0.095,0.189,0.395,38.0,44.0,+
0.274,0.303,0.323,38.0,45.0,+
0.313,0.253,0.307,38.0,46.0,+
0.307,0.291,0.295,41.0,47.0,<
0.167,0.193,0.499,41.0,48.0,+
0.2,0.154,0.469,42.0,49.0,<
0.041,0.186,0.377,42.0,50.0,+
0.084,0.216,0.403,42.0,51.0,+
0.08,0.214,0.399,44.0,52.0,<
0.263,0.317,0.324,45.0,53.0,<
0.327,0.238,0.304,47.0,54.0,<
0.165,0.194,0.526,48.0,55.0,<
0.219,0.128,0.474,49.0,56.0,<
0.021,0.189,0.373,49.0,57.0,+
0.046,0.157,0.379,49.0,58.0,+
0.0455,0.1925,0.3685,54.0,59.0,<
0.161,0.192,0.556,54.0,60.0,+
0.167,0.222,0.539,55.0,61.0,<
0.231,0.116,0.481,56.0,62.0,+
0.019,0.223,0.39,56.0,63.0,+
0.003,0.1915,0.357,56.0,64.0,+
0.003,0.184,0.357,57.0,65.0,<
0.051,0.139,0.376,59.0,66.0,<
0.155,0.19,0.586,60.0,67.0,<
0.171,0.254,0.546,61.0,68.0,<
0.253,0.081,0.468,61.0,69.0,+
0.191,0.109,0.501,61.0,70.0,+
0.245,0.151,0.499,66.0,71.0,<
0.143,0.184,0.61,67.0,72.0,<
0.174,0.284,0.552,68.0,73.0,<
0.273,0.071,0.465,68.0,74.0,+
0.237,0.064,0.476,68.0,75.0,+
0.264,0.078,0.473,71.0,76.0,+
0.109,0.162,0.602,71.0,77.0,+
0.145,0.187,0.643,72.0,78.0,<
0.177,0.296,0.558,73.0,79.0,+
0.297,0.11,0.48,73.0,80.0,+
0.286,0.048,0.448,74.0,81.0,<
0.218,0.051,0.482,76.0,82.0,<
0.085,0.144,0.599,77.0,83.0,<
0.144,0.186,0.673,78.0,84.0,<
0.181,0.338,0.5505,78.0,85.0,+
0.2,0.285,0.583,78.0,86.0,+
0.143,0.294,0.578,78.0,87.0,+
0.1885,0.295,0.5814999999999999,82.0,88.0,<
0.064,0.129,0.59,82.0,89.0,+
0.102,0.127,0.619,82.0,90.0,+
0.07,0.155,0.613,83.0,91.0,<
0.14,0.184,0.696,84.0,92.0,<
0.182,0.361,0.549,88.0,93.0,<
0.04,0.111,0.583,92.0,94.0,+
0.139,0.358,0.559,92.0,95.0,+
0.221,0.356,0.567,92.0,96.0,+
0.181,0.38,0.533,93.0,97.0,+
0.021,0.133,0.599,93.0,98.0,+
0.055,0.088,0.597,93.0,99.0,+
0.032,0.1,0.581,94.0,100.0,<
0.132,0.356,0.567,94.0,101.0,+
0.123,0.353,0.563,95.0,102.0,<
0.238,0.353,0.571,97.0,103.0,<
0.009,0.147,0.606,98.0,104.0,<
0.068,0.077,0.605,,,
