x,y,z,parentid,vid,edgetype
0.184,0.179,0.108,0.0,1.0,<
0.184,0.174,0.118,1.0,2.0,<
0.183,0.17,0.143,2.0,3.0,<
0.182,0.164,0.162,3.0,4.0,<
0.189,0.165,0.19,3.0,5.0,+
0.152,0.143,0.176,4.0,6.0,<
0.194,0.164,0.215,5.0,7.0,<
0.141,0.128,0.193,6.0,8.0,<
0.191,0.163,0.238,6.0,9.0,+
0.22,0.1625,0.228,7.0,10.0,<
0.133,0.112,0.208,8.0,11.0,<
0.191,0.162,0.263,9.0,12.0,<
0.24,0.161,0.243,10.0,13.0,<
0.129,0.094,0.221,11.0,14.0,<
0.19,0.162,0.29,12.0,15.0,<
0.26,0.159,0.258,13.0,16.0,<
0.121,0.089,0.244,13.0,17.0,+
0.137,0.068,0.216,14.0,18.0,<
0.193,0.157,0.31,14.0,19.0,+
0.174,0.175,0.307,15.0,20.0,<
0.2825,0.1565,0.262,15.0,21.0,+
0.26,0.144,0.276,15.0,22.0,+
0.26,0.181,0.271,15.0,23.0,+
0.265,0.155,0.268,15.0,24.0,+
0.262,0.17,0.262,16.0,25.0,<
0.108,0.071,0.261,16.0,26.0,+
0.117,0.119,0.262,17.0,27.0,<
0.14,0.045,0.213,18.0,28.0,<
0.193,0.154,0.335,19.0,29.0,<
0.159,0.186,0.325,20.0,30.0,<
0.308,0.156,0.27,21.0,31.0,<
0.255,0.123,0.286,22.0,32.0,<
0.26,0.19,0.269,22.0,33.0,+
0.26,0.202,0.274,25.0,34.0,<
0.099,0.062,0.2755,26.0,35.0,<
0.112,0.127,0.269,27.0,36.0,<
0.142,0.028,0.209,28.0,37.0,<
0.193,0.15,0.358,29.0,38.0,<
0.145,0.199,0.342,30.0,39.0,<
0.333,0.157,0.273,30.0,40.0,+
0.306,0.133,0.284,30.0,41.0,+
0.31,0.184,0.28,31.0,42.0,<
0.249,0.1045,0.288,34.0,43.0,+
0.082,0.08,0.285,34.0,44.0,+
0.084,0.0485,0.288,37.0,45.0,<
0.196,0.147,0.383,38.0,46.0,<
0.127,0.208,0.351,38.0,47.0,+
0.15,0.21,0.358,39.0,48.0,<
0.343,0.158,0.276,39.0,49.0,+
0.337,0.147,0.286,39.0,50.0,+
0.339,0.168,0.287,40.0,51.0,<
0.303,0.109,0.29,41.0,52.0,<
0.311,0.205,0.285,45.0,53.0,<
0.2,0.141,0.399,46.0,54.0,<
0.107,0.227,0.353,46.0,55.0,+
0.121,0.175,0.365,46.0,56.0,+
0.115,0.211,0.356,47.0,57.0,<
0.165,0.223,0.372,51.0,58.0,<
0.301,0.09,0.292,52.0,59.0,<
0.312,0.219,0.286,53.0,60.0,<
0.197,0.14,0.429,53.0,61.0,+
0.213,0.1,0.398,53.0,62.0,+
0.192,0.136,0.416,54.0,63.0,<
0.091,0.239,0.361,55.0,64.0,<
0.115,0.161,0.368,60.0,65.0,<
0.199,0.138,0.452,61.0,66.0,<
0.222,0.081,0.4,63.0,67.0,<
0.07,0.257,0.356,63.0,68.0,+
0.07,0.221,0.364,63.0,69.0,+
0.112,0.256,0.384,63.0,70.0,+
0.082,0.228,0.366,65.0,71.0,<
0.203,0.137,0.479,66.0,72.0,<
0.232,0.056,0.398,67.0,73.0,<
0.055,0.273,0.345,67.0,74.0,+
0.057,0.254,0.357,68.0,75.0,<
0.059,0.217,0.368,68.0,76.0,+
0.053,0.206,0.363,69.0,77.0,<
0.125,0.268,0.391,71.0,78.0,<
0.201,0.134,0.501,71.0,79.0,+
0.224,0.151,0.489,72.0,80.0,+
0.2525,0.063,0.412,72.0,81.0,+
0.24,0.035,0.382,72.0,82.0,+
0.208,0.043,0.414,73.0,83.0,<
0.04,0.286,0.343,78.0,84.0,<
0.2,0.136,0.527,79.0,85.0,<
0.244,0.163,0.503,80.0,86.0,<
0.273,0.074,0.414,81.0,87.0,<
0.244,0.024,0.371,82.0,88.0,<
0.192,0.037,0.411,83.0,89.0,+
0.025,0.278,0.332,83.0,90.0,+
0.024,0.298,0.341,84.0,91.0,<
0.203,0.135,0.55,84.0,92.0,+
0.178,0.14,0.545,85.0,93.0,<
0.263,0.175,0.508,85.0,94.0,+
0.243,0.1695,0.5135000000000001,91.0,95.0,<
0.206,0.135,0.572,92.0,96.0,<
0.156,0.144,0.556,93.0,97.0,<
0.279,0.187,0.51,95.0,98.0,+
0.224,0.105,0.581,95.0,99.0,+
0.201,0.153,0.595,96.0,100.0,<
0.135,0.148,0.548,96.0,101.0,+
0.154,0.135,0.5694999999999999,96.0,102.0,+
0.154,0.154,0.568,97.0,103.0,<
0.301,0.197,0.493,97.0,104.0,+
0.263,0.205,0.523,97.0,105.0,+
0.283,0.157,0.527,98.0,106.0,<
0.238,0.089,0.574,99.0,107.0,<
0.203,0.176,0.594,100.0,108.0,<
0.123,0.153,0.534,100.0,109.0,+
0.122,0.14,0.546,103.0,110.0,<
0.31,0.208,0.477,103.0,111.0,+
0.318,0.186,0.4975,106.0,112.0,<
0.244,0.078,0.5495000000000001,107.0,113.0,<
0.204,0.188,0.58,108.0,114.0,<
0.116,0.154,0.504,110.0,115.0,<
0.319,0.21,0.447,110.0,116.0,+
0.294,0.22,0.492,110.0,117.0,+
0.292,0.23,0.488,110.0,118.0,+
0.313,0.215,0.472,111.0,119.0,<
0.331,0.169,0.495,112.0,120.0,<
0.246,0.074,0.5385,114.0,121.0,<
0.115,0.154,0.483,115.0,122.0,<
0.324,0.216,0.435,122.0,123.0,<
0.3305,0.2175,0.416,,,
