x,y,z,parentid,vid,edgetype
0.151,0.2,0.105,0.0,1.0,<
0.15,0.195,0.111,1.0,2.0,<
0.155,0.186,0.139,1.0,3.0,+
0.165,0.199,0.11,1.0,4.0,+
0.149,0.196,0.129,1.0,5.0,+
0.148,0.197,0.137,1.0,6.0,+
0.166,0.194,0.121,2.0,7.0,<
0.156,0.194,0.17,2.0,8.0,+
0.158,0.15,0.15,3.0,9.0,+
0.167,0.197,0.132,7.0,10.0,<
0.151,0.194,0.198,8.0,11.0,<
0.161,0.121,0.157,10.0,12.0,<
0.152,0.191,0.232,10.0,13.0,+
0.105,0.202,0.196,11.0,14.0,<
0.163,0.089,0.161,12.0,15.0,<
0.153,0.189,0.258,13.0,16.0,<
0.075,0.21,0.193,14.0,17.0,<
0.165,0.062,0.163,14.0,18.0,+
0.13,0.083,0.176,14.0,19.0,+
0.188,0.079,0.169,15.0,20.0,<
0.148,0.187,0.29,15.0,21.0,+
0.202,0.192,0.269,16.0,22.0,<
0.052,0.216,0.182,16.0,23.0,+
0.073,0.193,0.201,17.0,24.0,<
0.165,0.034,0.164,18.0,25.0,<
0.119,0.08,0.179,19.0,26.0,<
0.2045,0.075,0.175,20.0,27.0,<
0.143,0.182,0.314,21.0,28.0,<
0.2255,0.194,0.283,22.0,29.0,<
0.028,0.222,0.174,24.0,30.0,<
0.175,0.02,0.164,24.0,31.0,+
0.149,0.025,0.167,27.0,32.0,<
0.143,0.185,0.346,27.0,33.0,+
0.119,0.143,0.319,28.0,34.0,<
0.256,0.196,0.286,28.0,35.0,+
0.2215,0.218,0.297,28.0,36.0,+
0.224,0.175,0.295,29.0,37.0,+
0.029,0.259,0.188,29.0,38.0,+
0.019,0.188,0.166,29.0,39.0,+
0.006,0.228,0.158,32.0,40.0,<
0.142,0.183,0.377,33.0,41.0,<
0.104,0.122,0.327,34.0,42.0,<
0.28,0.197,0.293,37.0,43.0,<
0.031,0.2775,0.1865,38.0,44.0,<
0.018,0.174,0.161,40.0,45.0,<
0.137,0.183,0.407,41.0,46.0,<
0.088,0.101,0.334,42.0,47.0,+
0.289,0.154,0.299,42.0,48.0,+
0.313,0.201,0.288,42.0,49.0,+
0.279,0.226,0.306,42.0,50.0,+
0.281,0.175,0.308,45.0,51.0,<
0.139,0.176,0.437,46.0,52.0,<
0.073,0.079,0.333,46.0,53.0,+
0.077,0.133,0.346,46.0,54.0,+
0.129,0.097,0.343,47.0,55.0,<
0.294,0.134,0.294,47.0,56.0,+
0.29,0.144,0.304,47.0,57.0,+
0.288,0.149,0.307,48.0,58.0,<
0.332,0.2,0.282,51.0,59.0,<
0.133,0.182,0.463,51.0,60.0,+
0.16,0.153,0.451,52.0,61.0,+
0.0435,0.1,0.345,52.0,62.0,+
0.1015,0.053,0.343,59.0,63.0,<
0.129,0.177,0.496,60.0,64.0,<
0.178,0.133,0.467,61.0,65.0,<
0.031,0.115,0.346,62.0,66.0,<
0.116,0.04,0.343,63.0,67.0,<
0.136,0.181,0.523,63.0,68.0,+
0.095,0.172,0.506,63.0,69.0,+
0.124,0.185,0.51,64.0,70.0,<
0.195,0.113,0.48,67.0,71.0,<
0.143,0.187,0.552,68.0,72.0,<
0.066,0.168,0.519,70.0,73.0,<
0.213,0.094,0.483,70.0,74.0,+
0.206,0.139,0.502,70.0,75.0,+
0.174,0.1,0.495,70.0,76.0,+
0.187,0.111,0.492,71.0,77.0,<
0.142,0.181,0.582,71.0,78.0,+
0.161,0.219,0.555,72.0,79.0,<
0.04,0.165,0.528,72.0,80.0,+
0.063,0.161,0.529,72.0,81.0,+
0.061,0.1735,0.5295000000000001,73.0,82.0,<
0.234,0.07,0.485,74.0,83.0,<
0.212,0.153,0.509,75.0,84.0,<
0.157,0.092,0.5,77.0,85.0,<
0.143,0.176,0.611,78.0,86.0,<
0.177,0.243,0.559,79.0,87.0,<
0.023,0.161,0.534,82.0,88.0,+
0.208,0.053,0.496,82.0,89.0,+
0.253,0.049,0.484,82.0,90.0,+
0.254,0.098,0.506,85.0,91.0,<
0.142,0.171,0.642,86.0,92.0,<
0.192,0.266,0.564,87.0,93.0,+
0.029,0.195,0.561,87.0,94.0,+
0.027,0.1365,0.554,88.0,95.0,<
0.189,0.041,0.499,89.0,96.0,<
0.261,0.034,0.483,90.0,97.0,<
0.2705,0.1145,0.514,91.0,98.0,<
0.125,0.19,0.663,91.0,99.0,+
0.1425,0.161,0.666,92.0,100.0,<
0.21,0.29,0.564,92.0,101.0,+
0.178,0.274,0.587,92.0,102.0,+
0.201,0.243,0.587,98.0,103.0,<
0.109,0.208,0.682,99.0,104.0,<
0.139,0.128,0.681,99.0,105.0,+
0.143,0.158,0.691,100.0,106.0,<
0.229,0.314,0.566,103.0,107.0,+
0.092,0.218,0.674,103.0,108.0,+
0.112,0.236,0.682,104.0,109.0,<
0.132,0.126,0.693,104.0,110.0,+
0.137,0.1105,0.694,104.0,111.0,+
0.144,0.123,0.697,106.0,112.0,<
0.239,0.336,0.571,106.0,113.0,+
0.251,0.302,0.58,107.0,114.0,+
0.097,0.238,0.663,107.0,115.0,+
0.098,0.216,0.648,107.0,116.0,+
0.08,0.219,0.653,107.0,117.0,+
0.074,0.215,0.672,112.0,118.0,+
0.209,0.346,0.588,112.0,119.0,+
0.252,0.3475,0.574,113.0,120.0,<
0.2645,0.291,0.587,,,
