x,y,z,parentid,vid,edgetype
0.171,0.2,0.112,0.0,1.0,<
0.172,0.196,0.124,1.0,2.0,<
0.172,0.201,0.155,2.0,3.0,<
0.173,0.196,0.183,2.0,4.0,+
0.164,0.229,0.173,3.0,5.0,<
0.175,0.195,0.214,4.0,6.0,<
0.16,0.2485,0.197,5.0,7.0,<
0.177,0.191,0.237,6.0,8.0,<
0.157,0.266,0.221,7.0,9.0,<
0.167,0.191,0.273,7.0,10.0,+
0.223,0.175,0.242,8.0,11.0,<
0.153,0.277,0.239,9.0,12.0,<
0.161,0.187,0.291,10.0,13.0,<
0.247,0.163,0.249,11.0,14.0,<
0.146,0.301,0.262,11.0,15.0,+
0.201,0.288,0.234,11.0,16.0,+
0.118,0.258,0.252,12.0,17.0,<
0.166,0.192,0.328,12.0,18.0,+
0.117,0.162,0.289,13.0,19.0,<
0.281,0.154,0.246,13.0,20.0,+
0.237,0.1315,0.258,13.0,21.0,+
0.246,0.188,0.274,14.0,22.0,<
0.137,0.321,0.284,15.0,23.0,<
0.231,0.294,0.226,16.0,24.0,<
0.094,0.2455,0.255,17.0,25.0,<
0.168,0.193,0.36,18.0,26.0,<
0.087,0.145,0.291,19.0,27.0,<
0.293,0.143,0.242,19.0,28.0,+
0.289,0.163,0.268,20.0,29.0,<
0.227,0.12,0.257,22.0,30.0,<
0.131,0.343,0.299,22.0,31.0,+
0.107,0.321,0.286,22.0,32.0,+
0.16,0.331,0.287,23.0,33.0,<
0.245,0.3,0.218,25.0,34.0,<
0.171,0.197,0.392,26.0,35.0,<
0.071,0.132,0.283,26.0,36.0,+
0.074,0.155,0.305,27.0,37.0,+
0.265,0.104,0.24,27.0,38.0,+
0.319,0.139,0.23,27.0,39.0,+
0.317,0.147,0.249,28.0,40.0,<
0.293,0.182,0.286,30.0,41.0,<
0.126,0.357,0.3095,34.0,42.0,<
0.175,0.199,0.409,35.0,43.0,<
0.046,0.121,0.259,36.0,44.0,<
0.064,0.184,0.32,37.0,45.0,<
0.253,0.085,0.236,40.0,46.0,<
0.295,0.2,0.293,42.0,47.0,<
0.17,0.192,0.447,42.0,48.0,+
0.222,0.233,0.411,43.0,49.0,+
0.055,0.098,0.251,43.0,50.0,+
0.027,0.118,0.252,43.0,51.0,+
0.0395,0.109,0.256,44.0,52.0,<
0.06,0.202,0.325,47.0,53.0,<
0.17,0.188,0.477,48.0,54.0,<
0.244,0.25,0.413,48.0,55.0,+
0.212,0.248,0.432,48.0,56.0,+
0.2315,0.219,0.427,49.0,57.0,<
0.07,0.075,0.25,50.0,58.0,+
0.012,0.141,0.277,53.0,59.0,<
0.169,0.184,0.504,54.0,60.0,<
0.263,0.264,0.417,55.0,61.0,<
0.197,0.258,0.44,57.0,62.0,<
0.086,0.054,0.245,59.0,63.0,<
0.166,0.183,0.5345,60.0,64.0,<
0.289,0.283,0.404,60.0,65.0,+
0.241,0.286,0.446,60.0,66.0,+
0.276,0.221,0.433,63.0,67.0,<
0.166,0.1815,0.565,64.0,68.0,<
0.311,0.29,0.394,64.0,69.0,+
0.271,0.294,0.426,65.0,70.0,<
0.225,0.307,0.456,65.0,71.0,+
0.247,0.297,0.456,66.0,72.0,<
0.286,0.194,0.428,67.0,73.0,<
0.163,0.184,0.596,68.0,74.0,+
0.325,0.257,0.387,68.0,75.0,+
0.315,0.2765,0.4025,70.0,76.0,<
0.21,0.324,0.46,73.0,77.0,+
0.135,0.201,0.607,73.0,78.0,+
0.169,0.181,0.622,74.0,79.0,<
0.334,0.237,0.38,77.0,80.0,<
0.11,0.216,0.616,78.0,81.0,<
0.173,0.181,0.657,79.0,82.0,<
0.3395,0.219,0.3725,80.0,83.0,<
0.085,0.234,0.616,80.0,84.0,+
0.131,0.229,0.636,80.0,85.0,+
0.104,0.2,0.636,81.0,86.0,+
0.201,0.183,0.666,81.0,87.0,+
0.169,0.178,0.678,81.0,88.0,+
0.179,0.17,0.664,83.0,89.0,<
0.063,0.248,0.607,83.0,90.0,+
0.067,0.221,0.635,83.0,91.0,+
0.094,0.251,0.639,86.0,92.0,<
0.225,0.181,0.679,87.0,93.0,<
0.17,0.176,0.698,89.0,94.0,<
0.043,0.263,0.59,89.0,95.0,+
0.062,0.2535,0.6275,89.0,96.0,+
0.0455,0.2435,0.608,89.0,97.0,+
0.05,0.245,0.601,90.0,98.0,<
0.058,0.203,0.655,90.0,99.0,+
0.06,0.229,0.642,91.0,100.0,<
0.108,0.272,0.649,92.0,101.0,<
0.254,0.182,0.684,92.0,102.0,+
0.211,0.165,0.696,94.0,103.0,<
0.024,0.269,0.575,94.0,104.0,+
0.051,0.291,0.608,98.0,105.0,+
0.068,0.196,0.662,98.0,106.0,+
0.048,0.174,0.655,100.0,107.0,<
0.123,0.287,0.645,101.0,108.0,<
0.286,0.184,0.679,103.0,109.0,<
0.015,0.28,0.555,103.0,110.0,+
0.014,0.268,0.561,103.0,111.0,+
0.008,0.222,0.586,104.0,112.0,<
0.061,0.309,0.619,104.0,113.0,+
0.047,0.303,0.615,108.0,114.0,<
0.316,0.184,0.67,112.0,115.0,<
0.068,0.326,0.624,114.0,116.0,+
0.313,0.217,0.685,114.0,117.0,+
0.33,0.179,0.647,114.0,118.0,+
0.321,0.168,0.675,114.0,119.0,+
0.316,0.202,0.673,116.0,120.0,<
0.309,0.237,0.684,,,
