x,y,z,parentid,vid,edgetype
0.176,0.188,0.105,0.0,1.0,<
0.176,0.192,0.113,1.0,2.0,<
0.174,0.196,0.133,2.0,3.0,<
0.175,0.193,0.156,2.0,4.0,+
0.169,0.216,0.148,3.0,5.0,<
0.173,0.191,0.18,4.0,6.0,<
0.166,0.223,0.168,5.0,7.0,<
0.172,0.184,0.198,6.0,8.0,<
0.164,0.226,0.19,7.0,9.0,<
0.176,0.191,0.222,7.0,10.0,+
0.158,0.158,0.209,8.0,11.0,<
0.163,0.227,0.212,9.0,12.0,<
0.177,0.192,0.244,10.0,13.0,<
0.149,0.141,0.221,11.0,14.0,<
0.158,0.227,0.235,11.0,15.0,+
0.184,0.227,0.218,12.0,16.0,<
0.177,0.193,0.266,13.0,17.0,<
0.141,0.124,0.233,14.0,18.0,<
0.161,0.23,0.255,14.0,19.0,+
0.139,0.222,0.242,15.0,20.0,<
0.209,0.227,0.22,16.0,21.0,<
0.176,0.192,0.288,16.0,22.0,+
0.196,0.198,0.284,17.0,23.0,<
0.133,0.106,0.242,17.0,24.0,+
0.127,0.128,0.25,17.0,25.0,+
0.155,0.123,0.245,18.0,26.0,<
0.163,0.234,0.272,19.0,27.0,<
0.12,0.218,0.247,20.0,28.0,<
0.22,0.228,0.2195,21.0,29.0,<
0.177,0.192,0.309,21.0,30.0,+
0.181,0.185,0.2985,22.0,31.0,<
0.214,0.202,0.295,23.0,32.0,<
0.126,0.089,0.253,24.0,33.0,<
0.111,0.137,0.265,26.0,34.0,<
0.157,0.239,0.299,26.0,35.0,+
0.184,0.242,0.278,29.0,36.0,<
0.177,0.192,0.33,31.0,37.0,<
0.232,0.207,0.306,32.0,38.0,<
0.115,0.077,0.26,32.0,39.0,+
0.144,0.083,0.267,34.0,40.0,<
0.161,0.245,0.314,34.0,41.0,+
0.1445,0.242,0.303,36.0,42.0,<
0.178,0.191,0.352,37.0,43.0,<
0.25,0.212,0.318,38.0,44.0,<
0.107,0.055,0.263,38.0,45.0,+
0.089,0.094,0.268,39.0,46.0,<
0.162,0.076,0.274,39.0,47.0,+
0.148,0.077,0.274,42.0,48.0,<
0.172,0.196,0.369,43.0,49.0,<
0.27,0.219,0.32,43.0,50.0,+
0.254,0.194,0.335,43.0,51.0,+
0.247,0.225,0.335,44.0,52.0,<
0.1,0.03,0.2655,45.0,53.0,<
0.071,0.103,0.271,46.0,54.0,<
0.171,0.072,0.276,48.0,55.0,<
0.176,0.194,0.396,48.0,56.0,+
0.145,0.202,0.378,49.0,57.0,<
0.294,0.224,0.3225,50.0,58.0,<
0.256,0.175,0.343,51.0,59.0,<
0.241,0.238,0.348,52.0,60.0,+
0.108,0.023,0.269,55.0,61.0,<
0.176,0.1925,0.418,56.0,62.0,<
0.128,0.207,0.391,57.0,63.0,<
0.302,0.235,0.327,57.0,64.0,+
0.299,0.206,0.336,58.0,65.0,<
0.258,0.161,0.344,61.0,66.0,<
0.178,0.19,0.441,62.0,67.0,<
0.112,0.213,0.4,62.0,68.0,+
0.13,0.21,0.406,63.0,69.0,<
0.326,0.242,0.328,63.0,70.0,+
0.287,0.258,0.346,64.0,71.0,<
0.305,0.189,0.342,66.0,72.0,<
0.184,0.173,0.455,66.0,73.0,+
0.18,0.19,0.46,66.0,74.0,+
0.176,0.183,0.451,67.0,75.0,<
0.094,0.217,0.409,69.0,76.0,<
0.349,0.252,0.3235,69.0,77.0,+
0.33,0.219,0.3445,70.0,78.0,<
0.28,0.273,0.352,71.0,79.0,<
0.312,0.167,0.344,72.0,80.0,<
0.19,0.157,0.469,73.0,81.0,<
0.18,0.19,0.484,75.0,82.0,<
0.07050000000000001,0.227,0.411,75.0,83.0,+
0.105,0.232,0.428,75.0,84.0,+
0.091,0.192,0.422,79.0,85.0,<
0.316,0.154,0.3435,80.0,86.0,<
0.196,0.141,0.48,81.0,87.0,<
0.182,0.195,0.5,82.0,88.0,<
0.051,0.234,0.414,82.0,89.0,+
0.071,0.231,0.422,83.0,90.0,<
0.118,0.2435,0.436,83.0,91.0,+
0.106,0.233,0.438,84.0,92.0,<
0.089,0.169,0.422,86.0,93.0,<
0.204,0.124,0.487,87.0,94.0,<
0.191,0.215,0.516,88.0,95.0,<
0.036,0.244,0.417,88.0,96.0,+
0.036,0.22,0.411,93.0,97.0,<
0.212,0.099,0.481,93.0,98.0,+
0.186,0.116,0.499,93.0,99.0,+
