x,y,z,parentid,vid,edgetype
0.202,0.181,0.111,0.0,1.0,<
0.199,0.18,0.121,1.0,2.0,<
0.197,0.18,0.148,2.0,3.0,<
0.205,0.177,0.166,3.0,4.0,<
0.201,0.182,0.201,3.0,5.0,+
0.236,0.147,0.166,4.0,6.0,<
0.202,0.187,0.223,5.0,7.0,<
0.255,0.128,0.168,6.0,8.0,<
0.197,0.183,0.253,6.0,9.0,+
0.213,0.224,0.229,7.0,10.0,<
0.276,0.11,0.171,8.0,11.0,<
0.193,0.181,0.279,9.0,12.0,<
0.222,0.249,0.236,10.0,13.0,+
0.298,0.122,0.179,10.0,14.0,+
0.2665,0.088,0.176,10.0,15.0,+
0.292,0.092,0.17,11.0,16.0,<
0.195,0.183,0.304,11.0,17.0,+
0.167,0.162,0.284,12.0,18.0,<
0.231,0.268,0.24,12.0,19.0,+
0.2135,0.259,0.248,13.0,20.0,<
0.317,0.135,0.182,14.0,21.0,<
0.254,0.066,0.177,16.0,22.0,<
0.196,0.182,0.331,17.0,23.0,<
0.147,0.146,0.291,18.0,24.0,<
0.239,0.299,0.24,18.0,25.0,+
0.253,0.252,0.252,20.0,26.0,<
0.331,0.1465,0.181,21.0,27.0,<
0.2445,0.052,0.173,22.0,28.0,<
0.199,0.18,0.357,23.0,29.0,<
0.127,0.13,0.296,24.0,30.0,<
0.25,0.313,0.24,24.0,31.0,+
0.227,0.311,0.255,28.0,32.0,<
0.196,0.181,0.383,28.0,33.0,+
0.231,0.171,0.365,29.0,34.0,<
0.103,0.115,0.291,29.0,35.0,+
0.144,0.11,0.309,29.0,36.0,+
0.1145,0.145,0.31,30.0,37.0,+
0.283,0.302,0.25,30.0,38.0,+
0.254,0.336,0.236,31.0,39.0,<
0.217,0.315,0.266,31.0,40.0,+
0.221,0.3095,0.262,32.0,41.0,<
0.194,0.18,0.41,33.0,42.0,<
0.254,0.163,0.375,34.0,43.0,<
0.089,0.103,0.288,35.0,44.0,<
0.154,0.103,0.311,37.0,45.0,<
0.305,0.292,0.247,41.0,46.0,<
0.19,0.183,0.437,42.0,47.0,<
0.276,0.155,0.384,43.0,48.0,+
0.105,0.073,0.294,43.0,49.0,+
0.066,0.134,0.291,43.0,50.0,+
0.067,0.089,0.268,46.0,51.0,<
0.185,0.184,0.455,46.0,52.0,+
0.179,0.181,0.445,47.0,53.0,<
0.301,0.147,0.386,47.0,54.0,+
0.267,0.135,0.402,47.0,55.0,+
0.281,0.176,0.401,48.0,56.0,<
0.113,0.053,0.296,49.0,57.0,<
0.0545,0.15,0.288,50.0,58.0,<
0.058,0.076,0.258,51.0,59.0,<
0.186,0.181,0.486,51.0,60.0,+
0.157,0.215,0.465,53.0,61.0,<
0.329,0.138,0.39,54.0,62.0,<
0.259,0.121,0.405,59.0,63.0,<
0.182,0.177,0.511,60.0,64.0,<
0.141,0.23,0.477,61.0,65.0,+
0.337,0.15,0.403,61.0,66.0,+
0.338,0.133,0.389,61.0,67.0,+
0.329,0.12,0.397,63.0,68.0,<
0.183,0.179,0.538,63.0,69.0,+
0.168,0.149,0.52,64.0,70.0,<
0.127,0.244,0.491,65.0,71.0,<
0.345,0.1705,0.414,68.0,72.0,<
0.182,0.181,0.565,69.0,73.0,<
0.157,0.13,0.532,70.0,74.0,<
0.108,0.261,0.501,70.0,75.0,+
0.149,0.252,0.504,70.0,76.0,+
0.121,0.221,0.502,71.0,77.0,<
0.351,0.1865,0.4155,72.0,78.0,<
0.184,0.185,0.587,72.0,79.0,+
0.157,0.174,0.564,73.0,80.0,<
0.147,0.111,0.547,74.0,81.0,<
0.089,0.275,0.511,78.0,82.0,+
0.206,0.214,0.599,78.0,83.0,+
0.181,0.185,0.608,79.0,84.0,+
0.163,0.1755,0.5575000000000001,79.0,85.0,+
0.157,0.172,0.556,80.0,86.0,<
0.132,0.088,0.555,80.0,87.0,+
0.166,0.11,0.555,80.0,88.0,+
0.1325,0.1275,0.5545,81.0,89.0,<
0.069,0.295,0.51,81.0,90.0,+
0.101,0.291,0.523,81.0,91.0,+
0.073,0.256,0.517,82.0,92.0,<
0.222,0.233,0.604,82.0,93.0,+
0.198,0.222,0.606,86.0,94.0,<
0.121,0.068,0.561,89.0,95.0,<
0.056,0.308,0.506,89.0,96.0,+
0.059,0.296,0.513,92.0,97.0,<
0.238,0.25,0.598,94.0,98.0,<
0.108,0.044,0.552,94.0,99.0,+
0.15,0.058,0.566,94.0,100.0,+
0.099,0.08549999999999999,0.57,95.0,101.0,<
0.042,0.32,0.498,97.0,102.0,<
0.246,0.262,0.585,97.0,103.0,+
0.239,0.262,0.595,98.0,104.0,<
0.1,0.023,0.532,104.0,105.0,<
0.097,0.016,0.524,104.0,106.0,+
0.09,0.021,0.532,,,
