x,y,z,parentid,vid,edgetype
0.184,0.19,0.11,0.0,1.0,<
0.186,0.19,0.118,1.0,2.0,<
0.19,0.192,0.13,2.0,3.0,<
0.19,0.193,0.144,3.0,4.0,<
0.195,0.195,0.155,4.0,5.0,<
0.188,0.192,0.175,4.0,6.0,+
0.224,0.201,0.145,5.0,7.0,<
0.184,0.189,0.191,6.0,8.0,<
0.238,0.205,0.142,7.0,9.0,<
0.186,0.193,0.204,7.0,10.0,+
0.1745,0.177,0.197,8.0,11.0,<
0.252,0.208,0.138,9.0,12.0,<
0.185,0.198,0.218,10.0,13.0,<
0.167,0.164,0.201,11.0,14.0,<
0.266,0.212,0.134,12.0,15.0,<
0.184,0.2,0.231,12.0,16.0,+
0.194,0.2,0.216,13.0,17.0,<
0.158,0.151,0.203,14.0,18.0,<
0.279,0.216,0.131,15.0,19.0,<
0.19,0.194,0.249,15.0,20.0,+
0.176,0.221,0.235,17.0,21.0,<
0.151,0.141,0.202,18.0,22.0,<
0.295,0.218,0.129,19.0,23.0,<
0.187,0.198,0.263,19.0,24.0,+
0.203,0.18,0.254,20.0,25.0,<
0.171,0.235,0.239,21.0,26.0,<
0.143,0.127,0.196,21.0,27.0,+
0.164,0.151,0.209,21.0,28.0,+
0.173,0.134,0.209,22.0,29.0,+
0.301,0.233,0.126,22.0,30.0,+
0.302,0.2,0.122,22.0,31.0,+
0.304,0.221,0.119,23.0,32.0,<
0.191,0.201,0.276,24.0,33.0,<
0.212,0.169,0.258,25.0,34.0,<
0.166,0.248,0.242,26.0,35.0,<
0.134,0.116,0.19,29.0,36.0,<
0.303,0.245,0.116,30.0,37.0,<
0.305,0.194,0.12,30.0,38.0,+
0.301,0.194,0.126,31.0,39.0,<
0.313,0.223,0.113,32.0,40.0,<
0.193,0.207,0.291,32.0,41.0,+
0.201,0.201,0.276,33.0,42.0,<
0.22,0.1565,0.261,34.0,43.0,<
0.16,0.26,0.245,35.0,44.0,<
0.128,0.107,0.186,36.0,45.0,<
0.303,0.254,0.105,40.0,46.0,<
0.196,0.211,0.303,40.0,47.0,+
0.203,0.209,0.293,40.0,48.0,+
0.186,0.21,0.286,42.0,49.0,<
0.23,0.148,0.264,42.0,50.0,+
0.219,0.147,0.271,43.0,51.0,<
0.156,0.276,0.241,43.0,52.0,+
0.138,0.254,0.25,44.0,53.0,<
0.121,0.093,0.176,44.0,54.0,+
0.142,0.09,0.18,44.0,55.0,+
0.105,0.113,0.188,44.0,56.0,+
0.127,0.1,0.177,46.0,57.0,<
0.201,0.213,0.318,49.0,58.0,<
0.239,0.134,0.264,49.0,59.0,+
0.239,0.158,0.277,50.0,60.0,<
0.213,0.136,0.279,51.0,61.0,<
0.152,0.29,0.239,52.0,62.0,<
0.129,0.25,0.248,53.0,63.0,<
0.116,0.085,0.164,54.0,64.0,<
0.152,0.084,0.17,55.0,65.0,<
0.094,0.115,0.182,57.0,66.0,<
0.203,0.225,0.328,57.0,67.0,+
0.203,0.214,0.331,57.0,68.0,+
0.195,0.217,0.3285,58.0,69.0,<
0.247,0.122,0.265,59.0,70.0,<
0.248,0.169,0.2815,60.0,71.0,<
0.202,0.1265,0.283,61.0,72.0,<
0.15,0.304,0.234,61.0,73.0,+
0.132,0.288,0.241,61.0,74.0,+
