x,y,z,parentid,vid,edgetype
0.213,0.211,0.101,0.0,1.0,<
0.21,0.205,0.109,1.0,2.0,<
0.2,0.211,0.136,1.0,3.0,+
0.252,0.203,0.113,2.0,4.0,<
0.204,0.218,0.165,3.0,5.0,<
0.281,0.199,0.116,4.0,6.0,<
0.214,0.215,0.199,4.0,7.0,+
0.167,0.231,0.181,5.0,8.0,<
0.303,0.199,0.119,6.0,9.0,<
0.217,0.223,0.225,6.0,10.0,+
0.227,0.179,0.212,6.0,11.0,+
0.213,0.214,0.215,7.0,12.0,<
0.148,0.24,0.201,8.0,13.0,+
0.3065,0.221,0.132,8.0,14.0,+
0.337,0.199,0.121,8.0,15.0,+
0.3,0.156,0.116,8.0,16.0,+
0.294,0.169,0.123,9.0,17.0,<
0.222,0.227,0.256,10.0,18.0,<
0.236,0.153,0.224,12.0,19.0,<
0.131,0.248,0.225,17.0,20.0,<
0.227,0.231,0.284,18.0,21.0,<
0.247,0.132,0.231,18.0,22.0,+
0.224,0.144,0.24,19.0,23.0,<
0.109,0.259,0.24,19.0,24.0,+
0.146,0.276,0.235,19.0,25.0,+
0.121,0.216,0.229,20.0,26.0,<
0.229,0.232,0.317,21.0,27.0,<
0.256,0.101,0.235,23.0,28.0,<
0.084,0.268,0.252,24.0,29.0,<
0.156,0.287,0.237,25.0,30.0,<
0.112,0.199,0.229,26.0,31.0,<
0.237,0.236,0.341,26.0,32.0,+
0.208,0.217,0.33,26.0,33.0,+
0.238,0.223,0.32,27.0,34.0,+
0.23,0.084,0.247,27.0,35.0,+
0.267,0.073,0.233,27.0,36.0,+
0.28,0.103,0.245,28.0,37.0,<
0.067,0.272,0.259,31.0,38.0,<
0.242,0.238,0.369,32.0,39.0,<
0.188,0.2,0.345,34.0,40.0,<
0.211,0.072,0.25,35.0,41.0,<
0.276,0.0525,0.224,37.0,42.0,<
0.036,0.27,0.26,38.0,43.0,<
0.249,0.24,0.394,39.0,44.0,<
0.168,0.18,0.353,39.0,45.0,+
0.185,0.213,0.3565,43.0,46.0,<
0.246,0.244,0.426,43.0,47.0,+
0.293,0.227,0.4,44.0,48.0,<
0.148,0.17,0.358,44.0,49.0,+
0.186,0.16,0.371,46.0,50.0,<
0.244,0.248,0.456,47.0,51.0,<
0.319,0.217,0.409,48.0,52.0,<
0.122,0.143,0.356,48.0,53.0,+
0.143,0.214,0.383,48.0,54.0,+
0.16,0.182,0.3795,49.0,55.0,<
0.203,0.148,0.375,50.0,56.0,<
0.245,0.246,0.485,50.0,57.0,+
0.235,0.28,0.468,51.0,58.0,<
0.342,0.208,0.418,52.0,59.0,<
0.098,0.133,0.355,52.0,60.0,+
0.134,0.118,0.362,53.0,61.0,<
0.137,0.23,0.385,56.0,62.0,<
0.244,0.244,0.516,57.0,63.0,<
0.228,0.306,0.483,58.0,64.0,<
0.361,0.201,0.419,58.0,65.0,+
0.319,0.186,0.436,58.0,66.0,+
0.343,0.234,0.436,59.0,67.0,<
0.079,0.113,0.347,59.0,68.0,+
0.085,0.1585,0.383,60.0,69.0,<
0.149,0.095,0.365,62.0,70.0,<
0.241,0.24,0.541,63.0,71.0,<
0.222,0.33,0.495,67.0,72.0,<
0.058,0.093,0.334,70.0,73.0,<
0.245,0.243,0.574,70.0,74.0,+
0.22,0.205,0.552,71.0,75.0,<
0.215,0.35,0.506,72.0,76.0,<
0.036,0.084,0.323,72.0,77.0,+
0.06,0.08,0.337,73.0,78.0,<
0.247,0.244,0.604,74.0,79.0,<
0.208,0.184,0.565,75.0,80.0,+
0.242,0.349,0.524,75.0,81.0,+
0.209,0.371,0.507,75.0,82.0,+
0.195,0.33,0.531,75.0,83.0,+
0.201,0.34,0.5245,78.0,84.0,<
0.249,0.246,0.632,79.0,85.0,<
0.195,0.158,0.576,84.0,86.0,+
0.213,0.26,0.6455,84.0,87.0,+
0.271,0.25,0.653,84.0,88.0,+
0.253,0.245,0.661,85.0,89.0,<
0.181,0.132,0.583,85.0,90.0,+
0.177,0.176,0.597,85.0,91.0,+
0.2205,0.153,0.593,86.0,92.0,<
0.19,0.264,0.638,87.0,93.0,<
0.291,0.255,0.672,88.0,94.0,<
0.254,0.243,0.687,89.0,95.0,<
0.169,0.104,0.59,90.0,96.0,<
0.167,0.187,0.605,92.0,97.0,<
0.18,0.251,0.633,92.0,98.0,+
0.19,0.287,0.632,92.0,99.0,+
0.194,0.277,0.617,92.0,100.0,+
0.206,0.262,0.626,92.0,101.0,+
0.201,0.271,0.613,92.0,102.0,+
0.187,0.262,0.618,92.0,103.0,+
0.199,0.257,0.614,93.0,104.0,<
0.304,0.2575,0.681,95.0,105.0,<
0.161,0.086,0.594,95.0,106.0,+
0.149,0.106,0.605,105.0,107.0,<
0.148,0.058,0.589,105.0,108.0,+
0.197,0.083,0.6065,106.0,109.0,<
0.133,0.115,0.615,107.0,110.0,<
0.137,0.024,0.579,110.0,111.0,<
0.132,0.015,0.577,110.0,112.0,+
0.128,0.018,0.58,110.0,113.0,+
0.142,0.014,0.578,,,
