x,y,z,parentid,vid,edgetype
0.157,0.17,0.12,0.0,1.0,<
0.163,0.171,0.126,1.0,2.0,<
0.16,0.182,0.138,2.0,3.0,+
0.158,0.172,0.16,3.0,4.0,<
0.159,0.179,0.182,3.0,5.0,+
0.153,0.138,0.153,3.0,6.0,+
0.149,0.157,0.165,4.0,7.0,<
0.157,0.177,0.203,5.0,8.0,<
0.151,0.119,0.147,7.0,9.0,<
0.161,0.18,0.22,8.0,10.0,<
0.149,0.107,0.142,9.0,11.0,<
0.157,0.174,0.243,9.0,12.0,+
0.184,0.203,0.217,9.0,13.0,+
0.151,0.1745,0.2295,11.0,14.0,<
0.156,0.174,0.264,12.0,15.0,<
0.199,0.219,0.214,14.0,16.0,<
0.15,0.168,0.28,15.0,17.0,<
0.211,0.232,0.207,15.0,18.0,+
0.211,0.217,0.217,16.0,19.0,<
0.155,0.162,0.297,16.0,20.0,+
0.112,0.168,0.268,16.0,21.0,+
0.137,0.172,0.288,16.0,22.0,+
0.144,0.155,0.289,17.0,23.0,<
0.223,0.248,0.2,19.0,24.0,<
0.147,0.165,0.318,19.0,25.0,+
0.188,0.134,0.279,19.0,26.0,+
0.148,0.194,0.309,19.0,27.0,+
0.175,0.147,0.317,19.0,28.0,+
0.163,0.171,0.313,20.0,29.0,<
0.09,0.1695,0.2675,23.0,30.0,<
0.238,0.253,0.192,23.0,31.0,+
0.221,0.269,0.2,24.0,32.0,<
0.13,0.156,0.333,24.0,33.0,+
0.162,0.164,0.335,24.0,34.0,+
0.144,0.168,0.33,25.0,35.0,<
0.201,0.12,0.271,26.0,36.0,<
0.142,0.214,0.314,27.0,37.0,<
0.179,0.139,0.333,29.0,38.0,<
0.067,0.17,0.267,30.0,39.0,<
0.2485,0.271,0.18,30.0,40.0,+
0.254,0.24,0.184,31.0,41.0,<
0.217,0.284,0.197,32.0,42.0,<
0.131,0.149,0.354,32.0,43.0,+
0.1375,0.151,0.337,32.0,44.0,+
0.136,0.15,0.344,32.0,45.0,+
0.136,0.156,0.34,35.0,46.0,<
0.212,0.111,0.26,35.0,47.0,+
0.197,0.102,0.277,36.0,48.0,<
0.136,0.223,0.321,37.0,49.0,<
0.183,0.135,0.345,37.0,50.0,+
0.1725,0.1335,0.3415,38.0,51.0,<
0.053,0.174,0.272,38.0,52.0,+
0.067,0.192,0.259,38.0,53.0,+
0.072,0.153,0.269,38.0,54.0,+
0.0685,0.162,0.277,38.0,55.0,+
0.0625,0.1755,0.261,39.0,56.0,<
0.257,0.279,0.171,40.0,57.0,<
0.263,0.226,0.171,42.0,58.0,<
0.148,0.156,0.375,42.0,59.0,+
0.117,0.141,0.363,42.0,60.0,+
0.125,0.119,0.361,42.0,61.0,+
0.1385,0.1405,0.36,42.0,62.0,+
0.135,0.1315,0.3585,46.0,63.0,<
0.219,0.102,0.243,46.0,64.0,+
0.231,0.129,0.286,46.0,65.0,+
0.213,0.099,0.255,47.0,66.0,<
0.189,0.085,0.284,48.0,67.0,<
0.131,0.252,0.318,48.0,68.0,+
0.132,0.20350000000000001,0.344,48.0,69.0,+
0.16,0.218,0.34,51.0,70.0,<
0.033,0.172,0.278,52.0,71.0,<
0.069,0.209,0.25,53.0,72.0,<
0.081,0.138,0.277,56.0,73.0,<
0.263,0.287,0.147,58.0,74.0,<
0.146,0.154,0.397,59.0,75.0,<
0.118,0.13,0.385,59.0,76.0,+
0.106,0.156,0.379,59.0,77.0,+
0.101,0.1265,0.346,60.0,78.0,<
0.119,0.103,0.355,60.0,79.0,+
0.137,0.112,0.365,63.0,80.0,<
0.227,0.091,0.23,64.0,81.0,<
0.244,0.143,0.289,64.0,82.0,+
0.238,0.121,0.288,66.0,83.0,<
0.179,0.07,0.285,67.0,84.0,<
0.126,0.2715,0.318,67.0,85.0,+
0.121,0.252,0.323,67.0,86.0,+
0.121,0.257,0.318,68.0,87.0,<
0.138,0.195,0.349,69.0,88.0,<
0.172,0.213,0.342,70.0,89.0,<
0.018,0.168,0.283,71.0,90.0,<
0.07,0.226,0.238,72.0,91.0,<
0.086,0.127,0.28,73.0,92.0,<
0.27,0.297,0.13,74.0,93.0,<
0.148,0.152,0.417,74.0,94.0,+
0.13,0.156,0.411,75.0,95.0,<
0.109,0.124,0.399,78.0,96.0,<
0.119,0.091,0.345,78.0,97.0,+
0.12,0.092,0.35,80.0,98.0,<
0.235,0.081,0.212,80.0,99.0,+
0.207,0.066,0.232,80.0,100.0,+
0.252,0.099,0.23,80.0,101.0,+
0.221,0.074,0.24,80.0,102.0,+
0.239,0.091,0.233,81.0,103.0,<
0.252,0.152,0.288,84.0,104.0,<
0.12,0.281,0.322,89.0,105.0,+
0.036,0.171,0.31,89.0,106.0,+
0.004,0.1785,0.269,89.0,107.0,+
0.005,0.151,0.281,90.0,108.0,<
0.072,0.2335,0.2325,92.0,109.0,<
0.276,0.305,0.12,92.0,110.0,+
0.2625,0.309,0.128,93.0,111.0,<
0.147,0.149,0.436,93.0,112.0,+
0.159,0.155,0.432,94.0,113.0,<
0.111,0.162,0.418,95.0,114.0,<
0.099,0.112,0.415,95.0,115.0,+
