x,y,z,parentid,vid,edgetype
0.1702997481108315,0.19113224181360214,0.1244949622166247,0.0,1.0,+
0.1882349081364827,0.1879356955380579,0.11755774278215232,0.0,2.0,<
0.17251315789473678,0.19292236842105312,0.15472105263157873,1.0,93.0,<
0.17211610486891424,0.19434456928839,0.1860986267166044,2.0,3.0,<
0.1639614643545282,0.21128227360308321,0.17219075144508655,3.0,4.0,+
0.1732861445783141,0.1936746987951814,0.21661897590361445,3.0,5.0,<
0.17464838709677388,0.1904150537634412,0.24121397849462375,4.0,85.0,<
0.17189737991266374,0.1661593886462881,0.23535589519650615,5.0,6.0,<
0.175668263473054,0.19385868263473086,0.26760598802395175,6.0,7.0,+
0.17650533807829125,0.19385053380782938,0.29876275207591924,6.0,8.0,<
0.18888191881918764,0.21035301353013547,0.30603075030750226,7.0,73.0,<
0.20875133689839592,0.22227005347593592,0.30853208556149764,8.0,9.0,<
0.17660820895522372,0.19741044776119396,0.33054757462686635,9.0,10.0,+
0.17513464696223227,0.19664614121510632,0.36258210180623895,10.0,11.0,<
0.16511556829035393,0.19405635148042027,0.3946466093600761,10.0,12.0,+
0.14211764705882352,0.19554731457800528,0.3812429667519176,11.0,66.0,<
0.17567556874381712,0.1969060336300693,0.4053798219584571,12.0,13.0,<
0.17122773460848803,0.19426180514046584,0.44556963538553385,13.0,14.0,<
0.18457373737373697,0.17528888888888886,0.46296363636363635,14.0,15.0,+
0.20389573459715654,0.14920616113744078,0.46964454976303227,14.0,16.0,+
0.16886905754795722,0.19299082568807335,0.48214512093411277,15.0,57.0,<
0.16448222424794945,0.19352415679124946,0.5151312670920706,16.0,17.0,<
0.16631065759637226,0.20307709750566882,0.5370748299319733,17.0,18.0,<
0.15988324324324388,0.19201189189189238,0.5523135135135134,18.0,19.0,<
0.16790610328638536,0.22910093896713601,0.5404131455399044,18.0,20.0,+
0.17187552742616014,0.26083544303797473,0.5478059071729983,19.0,45.0,<
