x,y,z,parentid,vid,edgetype
0.18294545454545494,0.17282597402597402,0.1201064935064935,0.0,1.0,<
0.18504193849021466,0.16925815470643057,0.15195433364398872,1.0,2.0,+
0.17136642599277957,0.16127978339350207,0.14984657039711188,1.0,3.0,<
0.18733573141486787,0.1662577937649875,0.17786810551558757,2.0,89.0,<
0.18951558441558441,0.1646155844155836,0.19930779220779254,3.0,4.0,<
0.19224731182795718,0.1657634408602142,0.21738709677419235,4.0,5.0,<
0.21098473282442776,0.1629007633587783,0.22088804071246865,5.0,6.0,+
0.19065988700564995,0.16301581920903882,0.24129265536723088,5.0,7.0,<
0.19092758620689682,0.16244367816091945,0.2668816091954024,6.0,76.0,<
0.19231249999999958,0.15636019736842077,0.2927565789473679,7.0,8.0,<
0.18985135135135137,0.16530780780780807,0.29392792792792743,8.0,9.0,<
0.1930413145539911,0.1558882629107983,0.3215802816901425,9.0,10.0,+
0.19281016597510398,0.15205497925311173,0.34960062240664064,9.0,11.0,<
0.19488681757656467,0.14968575233022652,0.3735206391478043,10.0,59.0,<
0.19502781641168257,0.14458553546592484,0.39315716272600554,11.0,12.0,<
0.2032140762463342,0.12815835777126106,0.3916510263929613,12.0,13.0,<
0.19663190184049015,0.14208711656441703,0.417892024539876,13.0,14.0,<
0.19674105621805738,0.1391294718909709,0.44272231686541635,14.0,15.0,+
0.20039074074074065,0.1372000000000001,0.4656018518518524,14.0,16.0,<
0.2001541666666673,0.13493055555555494,0.488723611111112,15.0,49.0,<
0.21513071895424862,0.14547712418300632,0.48262418300653637,16.0,17.0,<
0.2314421768707483,0.15527891156462578,0.49381972789115486,17.0,18.0,<
0.24651912568306017,0.165825136612022,0.5054590163934449,18.0,19.0,<
0.2637019867549667,0.17484437086092705,0.5086192052980147,18.0,20.0,+
0.2781262458471759,0.18548837209302318,0.5088471760797355,19.0,35.0,<
0.2787474747474745,0.16648484848484843,0.5237474747474754,20.0,21.0,<
0.2941953642384105,0.19362582781456944,0.4996589403973493,21.0,22.0,<
